Name,Address,City,Zip,COUNTY,LONGLAT,USNG,OWNERSHIP,PARCELID,FACILITY_TYPE,x,y
MEDIC 23/ALS ENG 23,6055 COLLIER BLVD,NAPLES,34113,COLLIER,"-81.70058004,26.04619337",17R MJ 29913 80987,MUNICIPAL,00732520007,EMERGENCY MEDICAL SERVICE,-9094866.967212047,3004803.3154162457
MEDIC 2,977 26TH AVE N,NAPLES,34103,COLLIER,"-81.79862320,26.17771839",17R MJ 20194 95610,MUNICIPAL,13801720000,EMERGENCY MEDICAL SERVICE,-9105781.082615541,3021108.828370389
EMS BC 82,21520 IMMOKALEE RD,NAPLES,34120,COLLIER,"-81.54802067,26.36564438",17R MK 45325 16293,COUNTY,39155240003,EMERGENCY MEDICAL SERVICE,-9077884.135806212,3044438.499763002
MEDIC 10,14756 IMMOKALEE RD,NAPLES,34120,COLLIER,"-81.59415841,26.30789584",17R MK 40693 09918,COUNTY,00209840003,EMERGENCY MEDICAL SERVICE,-9083020.165892642,3037265.407676054
ALS ENG 61,525 NEWPORT DR,NAPLES,34114,COLLIER,"-81.51174957,25.95730998",17R MJ 48766 71056,COUNTY,01067080606,EMERGENCY MEDICAL SERVICE,-9073846.45596634,2993794.561687155
MEDIC 70,4741 GOLDEN GATE PKWY,NAPLES,34116,COLLIER,"-81.70417720,26.18274801",17R MJ 29635 96113,COUNTY,36110040005,EMERGENCY MEDICAL SERVICE,-9095267.402100597,3021732.7295630984
EMS LOGISTICS & HQ,8075 LELY CULTURAL PKWY,NAPLES,34113,COLLIER,"-81.69472619,26.10527435",17R MJ 30534 87527,COUNTY,55425014105,EMERGENCY MEDICAL SERVICE,-9094215.32038868,3012125.475330063
MEDIC 42,7010 IMMOKALEE RD,NAPLES,34119,COLLIER,"-81.72562985,26.27238081",17R MK 27547 06051,COUNTY,41938010008,EMERGENCY MEDICAL SERVICE,-9097655.499478249,3032855.771390321
MEDIC 40,1441 PINE RIDGE RD,NAPLES,34109,COLLIER,"-81.78955982,26.21177495",17R MJ 21123 99376,COUNTY,00240200000,EMERGENCY MEDICAL SERVICE,-9104772.151192019,3025333.90866415
MEDIC 44/82/EMS BC 81,776 VANDERBILT BEACH RD,NAPLES,34108,COLLIER,"-81.80592082,26.25062200",17R MK 19515 03689,COUNTY,00176682006,EMERGENCY MEDICAL SERVICE,-9106593.4499465,3030154.808662662
ALS ENG 90/MEDIC RES 90,175 CAPRI BLVD,NAPLES,34113,COLLIER,"-81.72733883,25.98432441",17R MJ 27198 74150,COUNTY,52500080002,EMERGENCY MEDICAL SERVICE,-9097845.742081694,2997139.583371219
MEDIC 30,112 S 1ST ST,IMMOKALEE,34142,COLLIER,"-81.41683533,26.41729157",17R MK 58432 21964,COUNTY,00116760001,EMERGENCY MEDICAL SERVICE,-9063280.651117008,3050856.762912518
ALS ENG 73,14575 N. COLLIER BLVD,NAPLES,34119,COLLIER,"-81.69007820,26.25238456",17R MK 31085 03817,COUNTY,00204760803,EMERGENCY MEDICAL SERVICE,-9093697.908386597,3030373.5796761843
MEDIC RES 60,201 BUCKNER AVE N,OCHOPEE,34141,COLLIER,"-81.38421264,25.85857111",17R MJ 61502 60077,COUNTY,83495520002,EMERGENCY MEDICAL SERVICE,-9059649.109631998,2981574.887950752
MEDIC 43,16325 VANDERBILT DR,BONITA SPRINGS,34134,COLLIER,"-81.81957075,26.32211124",17R MK 18202 11615,COUNTY,24630840001,EMERGENCY MEDICAL SERVICE,-9108112.952769618,3039030.8066500057
MARCO URGENT CARE,40 S. HEATHWOOD DR,NAPLES, ,COLLIER,"-81.71669659,25.93801098",17R MJ 28235 69015,,,EMERGENCY MEDICAL SERVICE,-9096661.05369101,2991405.361068503
POINTE MEDICAL FACILITY,"1726 MEDICAL BLVD, #203",NAPLES, ,COLLIER,"-81.78467538,26.27282947",17R MK 21652 06136,,,EMERGENCY MEDICAL SERVICE,-9104228.418022286,3032911.4699314483
ADVANCED MEDICAL OF NAPLES,720 GOODLETTE-FRANK RD N,NAPLES, ,COLLIER,"-81.78982357,26.15827094",17R MJ 21060 93451,,,EMERGENCY MEDICAL SERVICE,-9104801.51202225,3018696.719025967
REDI-MED URGENT CARE,4550 EXECUTIVE DR,NAPLES, ,COLLIER,"-81.73032446,26.27350533",17R MK 27079 06179,,,EMERGENCY MEDICAL SERVICE,-9098178.1010447,3032995.37378467
NAPLES URGENT CARE,1713 SW HEALTH PKWY STE 1,NAPLES, ,COLLIER,"-81.78562863,26.27174125",17R MK 21556 06016,,,EMERGENCY MEDICAL SERVICE,-9104334.53379281,3032776.374935328
COLLIER URGENT CARE-N. NAPLES,7955 AIRPORT PULLING RD N #102,NAPLES, ,COLLIER,"-81.76990473,26.24228723",17R MK 23107 02744,,,EMERGENCY MEDICAL SERVICE,-9102584.15703288,3029120.332822353
COLLIER URGENT CARE-PARK SHORE,3601 TAMIAMI TRAIL NORTH UNIT #2,NAPLES, ,COLLIER,"-81.80064931,26.18946755",17R MJ 20000 96913,,,EMERGENCY MEDICAL SERVICE,-9106006.62741389,3022566.2980291387
ALS RES 63,63175 MM 63,OCHOPEE,34141,COLLIER,"-81.07509505,26.16732469",17R MJ 92495 94216,,,EMERGENCY MEDICAL SERVICE,-9025238.29735916,3019819.625237513
NAPLES MEDICAL CENTER / MILLENNIUM PHYSICIAN GROUP,400 8TH ST N,NAPLES, ,COLLIER,"-81.79728806,26.15189789",17R MJ 20310 92750,,,EMERGENCY MEDICAL SERVICE,-9105632.45557494,3017906.343068284
MEDIC 25,8320 COLLIER BLVD,NAPLES,34114,COLLIER,"-81.68474160,26.10661536",17R MJ 31533 87670,,,EMERGENCY MEDICAL SERVICE,-9093103.840836598,3012291.7160651297
ESTATES MEDICAL CENTER,"11725 COLLIER BLVD, #203",NAPLES, ,COLLIER,"-81.68762515,26.18593718",17R MJ 31291 96457,,,EMERGENCY MEDICAL SERVICE,-9093424.835816648,3022128.344574088
ER QUICK CARE,13030 LIVINGSTON RD,NAPLES, ,COLLIER,"-81.75096391,26.20981428",17R MJ 24977 99136,,,EMERGENCY MEDICAL SERVICE,-9100475.674507404,3025090.6328415717
EPN URGENT CARE,6400 DAVIS BLVD STE 103,NAPLES, ,COLLIER,"-81.73513658,26.13828988",17R MJ 26514 91206,,,EMERGENCY MEDICAL SERVICE,-9098713.784202011,3016218.8426595633
VANDERBILIT URGENT CARE,801 VANDERBILT BEACH RD,NAPLES, ,COLLIER,"-81.80591475,26.25149619",17R MK 19516 03786,,,EMERGENCY MEDICAL SERVICE,-9106592.773689229,3030263.3144577285
PHYSICIANS REGIONAL MARCO ISLAND WALK IN CLINIC,1839 SAN MARCO ROAD,MARCO ISLAND, ,COLLIER,"-81.69795096,25.93388643",17R MJ 30110 68548,,,EMERGENCY MEDICAL SERVICE,-9094574.30015422,2990894.795927795
MED-FLIGHT 1/EMS BC 83,2375 TOWER DR,NAPLES,34101,COLLIER,"-81.77811357,26.14711273",17R MJ 22223 92208,PRIVATE,,EMERGENCY MEDICAL SERVICE,-9103497.960808923,3017312.922642717
COLUMBIA COUNTY EMS,SR-247,LAKE CITY,32025,COLUMBIA,"-82.67150993,30.17620854",17R LP 39060 39491,COUNTY,01-4S-16-02642-000,EMERGENCY MEDICAL SERVICE,-9202950.388084866,3526219.976246708
DESOTO COUNTY FIRE RESCUE ST 4,8120 SW COUNTY ROAD 72,ARCADIA,34266,DESOTO,"-81.97762394,27.20093992",17R ML 03175 09069,COUNTY,,EMERGENCY MEDICAL SERVICE,-9125707.353917079,3148599.045145609
DESOTO COUNTY FIRE RESCUE ST 2,8789 SW COUNTY ROAD 761,ARCADIA,34269,DESOTO,"-81.99977247,27.09244868",17R MK 00885 97068,COUNTY,10-39-23-0000-0053-0000,EMERGENCY MEDICAL SERVICE,-9128172.916242206,3135026.7458865154
DESOTO COUNTY FIRE RESCUE ST 1,1985 SE CARLSTROM FIELD RD,ARCADIA,34266,DESOTO,"-81.84258211,27.20878422",17R ML 16556 09840,COUNTY,06-38-25-0104-0000-0010,EMERGENCY MEDICAL SERVICE,-9110674.56559259,3149580.8824473647
DESOTO COUNTY FIRE RESCUE ST 3,121 W HICKORY ST,ARCADIA,34266,DESOTO,"-81.86190107,27.21698706",17R ML 14649 10762,COUNTY,25-37-24-0012-0280-0020,EMERGENCY MEDICAL SERVICE,-9112825.142086316,3150607.6691228654
DIXIE COUNTY EMS,17600 SE US HWY 19,OLD TOWN,32680,DIXIE,"-83.11167042,29.62529064",17R KN 95549 79128,COUNTY,101012000026000000,EMERGENCY MEDICAL SERVICE,-9251948.829802386,3455474.811074823
JACKSONVILLE FIRE AND RESCUE DEPT,515 N JULIA ST,JACKSONVILLE,32202,DUVAL,"-81.66020240,30.33113219",17R MP 36536 55663,COUNTY,0738540000R,EMERGENCY MEDICAL SERVICE,-9090372.149740668,3546185.2074298593
JACKSONVILLE RESCUE 4,2119 DAVIS ST N,JACKSONVILLE,32209,DUVAL,"-81.66691300,30.35060216",17R MP 35904 57824,MUNICIPAL,0548410000R,EMERGENCY MEDICAL SERVICE,-9091119.169620354,3548696.560203471
TRAUMA ONE AT SHANDS JACKSONVILLE,655 W 8TH ST,JACKSONVILLE,32209,DUVAL,"-81.66427709,30.34849414",17R MP 36156 57589,PRIVATE,,EMERGENCY MEDICAL SERVICE,-9090825.741834624,3548424.630893965
AMBULANCE SERVICE,5995 PHILIPS HWY,JACKSONVILLE,32216,DUVAL,"-81.61448976,30.26173715",17R MP 40889 47948,PRIVATE,1529420000R,EMERGENCY MEDICAL SERVICE,-9085283.441011162,3537238.2764851325
ADVANCE PATIENT TRANSPORT,7007 BEACH BLVD,JACKSONVILLE,32216,DUVAL,"-81.58730087,30.29018067",17R MP 43521 51086,PRIVATE,1348780000R,EMERGENCY MEDICAL SERVICE,-9082256.78759515,3540904.663630519
LIBERTY AMBULANCE SERVICE,1626 ATLANTIC UNIVERSITY CIR,JACKSONVILLE,32207,DUVAL,"-81.60073360,30.31280663",17R MP 42242 53600,PRIVATE,1340360000R,EMERGENCY MEDICAL SERVICE,-9083752.113111358,3543821.922641129
CENTURY AMBULANCE SERVICES,2103 GILMORE ST,JACKSONVILLE,32204,DUVAL,"-81.68544915,30.32004372",17R MP 34102 54448,PRIVATE,0915690000R,EMERGENCY MEDICAL SERVICE,-9093182.604468087,3544755.172439762
LIFEGUARD AIR AMB EXEC PLAZA RD,2401 EXECUTIVE PLAZA RD STE 3,PENSACOLA,32504,ESCAMBIA,"-87.19663951,30.48248193",16R DU 81126 72266,PRIVATE,141S292200001006,EMERGENCY MEDICAL SERVICE,-9706685.509529287,3565720.385933409
ESCAMBIA COUNTY DEPT PUBLIC SAFETY,2920 N L ST,PENSACOLA,32501,ESCAMBIA,"-87.23661403,30.44357362",16R DU 77281 67962,COUNTY,172S305015000002,EMERGENCY MEDICAL SERVICE,-9711135.452874515,3560695.476412525
POST 30-WEST FLORIDA HOSPITAL,8383 N DAVIS HWY,PENSACOLA,32514,ESCAMBIA,"-87.21856340,30.51623559",16R DU 79030 76011,,,EMERGENCY MEDICAL SERVICE,-9709126.065575505,3570081.2120853337
BAPTIST MEDICAL PARK - 9 MILE,9400 UNIVERSITY PKWY,PENSACOLA,32514,ESCAMBIA,"-87.21885336,30.53400307",16R DU 79006 77980,,,EMERGENCY MEDICAL SERVICE,-9709158.343555046,3572377.3022971866
PROCLINIC SERVICES,3101 N 12TH AVE,PENSACOLA,32503,ESCAMBIA,"-87.20794916,30.44574005",16R DU 80034 68197,,,EMERGENCY MEDICAL SERVICE,-9707944.493867647,3560975.212923288
POST 22-SACRED HEART HOSPITAL,5151 N 9TH AVE,PENSACOLA,32504,ESCAMBIA,"-87.21410232,30.47808094",16R DU 79450 71782,,,EMERGENCY MEDICAL SERVICE,-9708629.45996475,3565151.908538413
VA CLINIC PENSACOLA,790 VETERANS WAY,PENSACOLA,32507,ESCAMBIA,"-87.29355582,30.40210711",16R DU 71802 63380,,,EMERGENCY MEDICAL SERVICE,-9717474.183138024,3555342.3884209855
WEST FLORIDA MEDICAL GROUP(IMMEDIATE CARE @ KINGSFIELD),2360 N HIGHWAY 29,CANTONMENT,32533,ESCAMBIA,"-87.28845000,30.56657883",16R DU 72339 81605,,,EMERGENCY MEDICAL SERVICE,-9716905.80567764,3576588.1558877155
POST 7-PARKS AND RECREATION,1651 EAST NINE MILE ROAD,PENSACOLA,32514,ESCAMBIA,"-87.22860000,30.53110000",16R DU 78070 77660,,,EMERGENCY MEDICAL SERVICE,-9710243.334612733,3572002.1103744158
EMERALD COAST WALK-IN MEDICAL,511 PHYLLIS ST,PENSACOLA,32503,ESCAMBIA,"-87.22436202,30.47240570",16R DU 78464 71155,,,EMERGENCY MEDICAL SERVICE,-9709771.565147756,3564418.873099107
LIFEGUARD AIR AMBULANCE,2430 AIRPORT BLVD,PENSACOLA,32504,ESCAMBIA,"-87.19383675,30.47589223",16R DU 81394 71535,,,EMERGENCY MEDICAL SERVICE,-9706373.507072907,3564869.201622014
POST 20-BAPTIST HOSPITAL,1000 W MORENO ST,PENSACOLA,32501,ESCAMBIA,"-87.23205315,30.42956456",16R DU 77716 66409,,,EMERGENCY MEDICAL SERVICE,-9710627.737014564,3558886.732529023
SACRED HEART URGENT CARE,6665 PENSACOLA BLVD,PENSACOLA,32505,ESCAMBIA,"-87.25919508,30.48639135",16R DU 75124 72712,,,EMERGENCY MEDICAL SERVICE,-9713649.163344782,3566225.38823718
WEST FLORIDA URGENT CARE,8333 N DAVIS HWY,PENSACOLA,32514,ESCAMBIA,"-87.21928802,30.51402352",16R DU 78960 75766,,,EMERGENCY MEDICAL SERVICE,-9709206.729926862,3569795.3765388303
MINUTE CLINIC (INSIDE CVS PHARMACY),2090 S HIGHWAY 29,CANTONMENT,32533,ESCAMBIA,"-87.29023470,30.57059044",16R DU 72169 82050,,,EMERGENCY MEDICAL SERVICE,-9717104.477847625,3577106.8082435913
MINUTE CLINIC (INSIDE CVS),8100 N DAVIS HWY,PENSACOLA,32514,ESCAMBIA,"-87.21952064,30.51086477",16R DU 78937 75416,,,EMERGENCY MEDICAL SERVICE,-9709232.624875482,3569387.2252225014
POST 25-ECEMS SUB-STATION-PENSACOLA,1135 W HAYES ST,PENSACOLA,32501,ESCAMBIA,"-87.23132536,30.44329131",16R DU 77789 67930,,,EMERGENCY MEDICAL SERVICE,-9710546.72076415,3560659.024402688
PERDIDO URGENT CARE,12385 SORRENTO RD,PENSACOLA,32507,ESCAMBIA,"-87.40258111,30.34033612",16R DU 61305 56567,,,EMERGENCY MEDICAL SERVICE,-9729610.823062258,3547372.3229098315
FLAGLER CO FIRE RESCUE,201 MOODY BLVD E,BUNNELL,32110,FLAGLER,"-81.25651254,29.46627776",17R MN 75128 59674,COUNTY,10-12-30-0850-01330-0000,EMERGENCY MEDICAL SERVICE,-9045433.599813296,3435127.6651788205
FRANKLIN COUNTY EMERGENCY MEDICAL,171 UNIT C,EASTPOINT,32328,FRANKLIN,"-84.88774434,29.73661123",16R GT 04281 91468,,,EMERGENCY MEDICAL SERVICE,-9449660.47500861,3469738.402945215
EMERGYSTAT OF FRANKLIN,2367 OAK ST,CARRABELLE,32322,FRANKLIN,"-84.59746714,29.88459434",16R GU 32020 08422,COUNTY,,EMERGENCY MEDICAL SERVICE,-9417346.964167329,3488724.1308750934
GADSDEN COUNTY EMS,412 E JEFFERSON ST,QUINCY,32351,GADSDEN,"-84.56832406,30.58742098",16R GU 33169 86398,COUNTY,3-07-2N-3W-0000-00142-0100,EMERGENCY MEDICAL SERVICE,-9414102.771089971,3579283.0248343246
MED 1,3250 N US Highway 129,BELL, ,GILCHRIST,"-82.84436112,29.65816873",17R LN 21493 82330,,,EMERGENCY MEDICAL SERVICE,-9222192.095434375,3459685.863101495
MED 2,7330 US HWY 129,TRENTON,32693,GILCHRIST,"-82.82387546,29.63005499",17R LN 23427 79183,,,EMERGENCY MEDICAL SERVICE,-9219911.64125082,3456084.9473809674
MED 1,3270 N US HWY 129,BELL,32619,GILCHRIST,"-82.86596273,29.78433674",17R LN 19628 96347,COUNTY,13-08-14-0000-0003-0010,EMERGENCY MEDICAL SERVICE,-9224596.775414411,3475858.3548404216
GLADES COUNTY EMS,1097 HEALTH PARK DRive,MOORE HAVEN,33471,GLADES,"-81.12536492,26.84011872",17R MK 87544 68733,COUNTY,A21-41-32-A00-0020-0000,EMERGENCY MEDICAL SERVICE,-9030834.312970936,3103510.856744929
GULF COUNTY EMS,140 LIBRARY DR,PORT SAINT JOE,32456,GULF,"-85.28971210,29.81432529",16R FT 65272 99438,COUNTY,03012-000R,EMERGENCY MEDICAL SERVICE,-9494407.32061839,3479705.3489230783
WEWAHITCHKA EMS AMBULANCE,237 W RIVER RD,WEWAHITCHKA,32465,GULF,"-85.20206985,30.10609902",16R FU 73235 31905,,02254-004R,EMERGENCY MEDICAL SERVICE,-9484651.030377265,3517195.1867463407
HAMILTON COUNTY EMS,902 US HWY 41 NW,JASPER,32052,HAMILTON,"-82.95442182,30.51953433",17R LP 12472 77980,COUNTY,6926-000,EMERGENCY MEDICAL SERVICE,-9234443.996530866,3570507.476227957
HARDEE COUNTY FIRE/RESCUE,149 K D REVELL RD,WAUCHULA,33873,HARDEE,"-81.81012559,27.55659553",17R ML 20021 48347,COUNTY,04-34-25-0000-06210-0000,EMERGENCY MEDICAL SERVICE,-9107061.522603368,3193184.776394663
HENDRY CO EMERGENCY SERVICE,1050 E COWBOY WAY,LABELLE,33935,HENDRY,"-81.38280487,26.75036852",17R MK 61936 58843,COUNTY,4 29 43 10 060 000D-001.1,EMERGENCY MEDICAL SERVICE,-9059492.397383742,3092318.0628500967
HENDRY COUNTY EMERGENCY SERVICES - LABELLE,1050 FORESTRY DIVISION RD,LABELLE,33935,HENDRY,"-81.42653543,26.74624378",17R MK 57586 58400,COUNTY,,EMERGENCY MEDICAL SERVICE,-9064360.461255344,3091803.8766151657
SEMINOLE TRIBE FIRE/RESCUE - BIG CYPRESS,30300 JOSIE BILLIE HWY,CLEWISTON,33440,HENDRY,"-80.99771199,26.32619524",17R NK 00228 11808,OTHER PUBLIC,,EMERGENCY MEDICAL SERVICE,-9016624.054231917,3039538.034742819
BIG CYPRESS INDIAN RESERVATION FD,35154 FIREHOUSE PL,CLEWISTON,33440,HENDRY,"-80.90573943,26.30170637",17R NK 09409 09100,OTHER PUBLIC,1 34 48 23 A00 0001.0000,EMERGENCY MEDICAL SERVICE,-9006385.716148917,3036496.8094340237
CLEWISTON VFD,120 COMMERCIO ST,CLEWISTON,33440,HENDRY,"-80.93492096,26.75341832",17R NK 06470 59126,MUNICIPAL,3 34 43 01 010 0357-001.0,EMERGENCY MEDICAL SERVICE,-9009634.188201308,3092698.259321244
HERNANDO COUNTY FIRE RESCUE HQ,60 VETERANS AVE,BROOKSVILLE,34601,HERNANDO,"-82.39947888,28.55281136",17R LM 63100 59241,COUNTY,R22 222 19 2822 0000 0030,EMERGENCY MEDICAL SERVICE,-9172668.030111324,3318851.1341856127
BAYFRONT MEDICAL CENTER BAYFLITE 4 AMBULANCE,16300 FLIGHT PATH DR,BROOKSVILLE,34604,HERNANDO,"-82.45663243,28.47878968",17R LM 57409 51106,PRIVATE,R13 223 18 2393 0000 0280,EMERGENCY MEDICAL SERVICE,-9179030.33461009,3309473.424638301
SPRING HILL FIRE RESC DIST,3444 BOB HARTUNG CT,SPRING HILL,34606,HERNANDO,"-82.57569318,28.48564558",17R LM 45763 52013,COUNTY,R32 323 17 5251 0000 00A0,EMERGENCY MEDICAL SERVICE,-9192284.117007079,3310341.713885565
HIGHLANDS COUNTY EMS,4500 GEORGE BLVD,SEBRING,33875,HIGHLANDS,"-81.42090313,27.44219126",17R ML 58404 35483,COUNTY,C093529A0001610000,EMERGENCY MEDICAL SERVICE,-9063733.476209186,3178827.1631962527
"AVON PARK STATION 4 MEDIC 4-2, MEDIC 4-1",51 WILHITE STREET,AVON PARK,33825,HIGHLANDS,,,,,EMERGENCY MEDICAL SERVICE,-9072832.515651107,3197606.6133215167
LAKE PLACID STATION 38 MEDIC 38-1,17 W ROYAL PLAM DR,LAKE PLACID,33852,HIGHLANDS,"-81.36740000,27.29560000",17R ML 63643 19229,COUNTY,P01372901000600150,EMERGENCY MEDICAL SERVICE,-9057777.535164688,3160451.8537546135
TEMPLE TERRACE FIRE AMBULANCE,124 BULLARD PKWY,TAMPA,33617,HILLSBOROUGH,"-82.39226624,28.03302311",17R LM 63143 01642,MUNICIPAL,19282255K0000F9000050T,EMERGENCY MEDICAL SERVICE,-9171865.12312345,3253137.8865432553
PLANT CITY FIRE RESCUE STATION 1,604 E ALEXANDER ST,PLANT CITY,33563,HILLSBOROUGH,"-82.11704232,27.98949599",17R LL 90155 96541,MUNICIPAL,222904ZZZ000004842400P,EMERGENCY MEDICAL SERVICE,-9141227.336897606,3247649.539066989
MED EVAC INC,10220 E US HIGHWAY 92,TAMPA,33610,HILLSBOROUGH,"-82.33180794,27.99639016",17R LL 69042 97517,PRIVATE,202832ZZZ000002249100U,EMERGENCY MEDICAL SERVICE,-9165134.936128914,3248518.679252274
AMERICAN MEDICAL RESPONSE AMB,4914 W KNOX ST,TAMPA,33634,HILLSBOROUGH,"-82.52702155,28.00585499",17R LL 49857 98790,PRIVATE,182832ZZZ000001027000U,EMERGENCY MEDICAL SERVICE,-9186866.015360475,3249711.9893791415
SUN CITY CTR EMERGENCY SQ #1 INC,101 RAY WATSON DR,SUN CITY CENTER,33573,HILLSBOROUGH,"-82.35416157,27.71335993",17R LL 66497 66184,PRIVATE,193212ZZZ000001782600U,EMERGENCY MEDICAL SERVICE,-9167623.33100038,3212882.8649581093
TAMPA FIRE RESCUE,808 E ZACK ST,TAMPA,33602,HILLSBOROUGH,"-82.45448474,27.95174063",17R LL 56919 92707,MUNICIPAL,1829244ZI000032000010A,EMERGENCY MEDICAL SERVICE,-9178791.255352546,3242890.748193562
PLANT CITY FIRE RESCUE STATION 2,805 N ALEXANDER ST,PLANT CITY,33563,HILLSBOROUGH,"-82.13786850,28.02167627",17R LM 88140 00125,MUNICIPAL,2228295CN000005000001P,EMERGENCY MEDICAL SERVICE,-9143545.695728425,3251706.9459332633
AMERICARE AMBULANCE SERVICE,11301 E US HIGHWAY 92,SEFFNER,33584,HILLSBOROUGH,"-82.31026918,27.99938863",17R LL 71163 97826,PRIVATE,202833264000000023000U,EMERGENCY MEDICAL SERVICE,-9162737.252651753,3248896.709512156
TRANSCARE,1 CRISIS CTR PLZ,TAMPA,33613,HILLSBOROUGH,"-82.46231595,28.08722131",17R LM 56328 07727,PRIVATE,182736ZZZ000000755900U,EMERGENCY MEDICAL SERVICE,-9179663.020812139,3259974.8583657583
HOLMES CO EMS STATION 1,949 E US HWY 90,BONIFAY,32425,HOLMES,"-85.66411618,30.78674067",16R FV 27820 06730,COUNTY,0605.00-000-000-017.000,EMERGENCY MEDICAL SERVICE,-9536085.792929498,3605084.2202165667
HOLMES CO EMS STATION 2,2523 N PINE ST,WESTVILLE,32464,HOLMES,"-85.85134891,30.77444602",16R FV 09917 05169,COUNTY,1408.01-001-012-009.000,EMERGENCY MEDICAL SERVICE,-9556928.444894565,3603491.179990654
INDIAN RIVER CO EMS ST 10,62 N BROADWAY ST,FELLSMERE,32948,INDIAN RIVER,"-80.60153494,27.77018292",17R NL 39261 71808,COUNTY,31370000009098000018.0,EMERGENCY MEDICAL SERVICE,-8972521.826370189,3220029.890282399
INDIAN RIVER CO EMS ST 07,1215 82ND AVE,VERO BEACH,32966,INDIAN RIVER,"-80.49635121,27.62475638",17R NL 49690 55737,COUNTY,33381100001008000001.0,EMERGENCY MEDICAL SERVICE,-8960812.827842657,3201745.999504825
INDIAN RIVER CO EMS ST 40,8025 129TH CT,SEBASTIAN,32958,INDIAN RIVER,"-80.49265449,27.83097156",17R NL 49961 78581,COUNTY,30382100005028000001.0,EMERGENCY MEDICAL SERVICE,-8960401.310259532,3227679.836096581
INDIAN RIVER CO EMS ST 05,6568 US HWY 1,VERO BEACH,32967,INDIAN RIVER,"-80.42025683,27.71275242",17R NL 57152 65517,COUNTY,32391000000100000023.1,EMERGENCY MEDICAL SERVICE,-8952342.040021395,3212806.473673248
INDIAN RIVER CO EMS ST 08,1115 BARBER ST,SEBASTIAN,32958,INDIAN RIVER,"-80.48686500,27.77806203",17R NL 50556 72723,COUNTY,31382400001208000000.2,EMERGENCY MEDICAL SERVICE,-8959756.827641226,3221021.1953129927
INDIAN RIVER CO FIRE RESCUE ST 12,3620 49TH ST,VERO BEACH,32967,INDIAN RIVER,"-80.42215426,27.68326004",17R NL 56981 62249,COUNTY,32392200000300000002.0,EMERGENCY MEDICAL SERVICE,-8952553.260624541,3209098.500003309
INDIAN RIVER CO EMS ST 03,2900 43RD AVE,VERO BEACH,32960,INDIAN RIVER,"-80.42940474,27.64948042",17R NL 56283 58504,COUNTY,32392600011048000001.1,EMERGENCY MEDICAL SERVICE,-8953360.380951283,3204852.735978844
INDIAN RIVER CO EMS ST 06,101 STATE HWY A1A,VERO BEACH,32963,INDIAN RIVER,"-80.33962120,27.60280361",17R NL 65167 53378,COUNTY,33401600000007000003.0,EMERGENCY MEDICAL SERVICE,-8943365.722036712,3198988.0799648114
INDIAN RIVER CO EMS ST 11,2555 93RD ST,VERO BEACH,32963,INDIAN RIVER,"-80.40829357,27.76298104",17R NL 58305 71087,COUNTY,31392600000004000001.1,EMERGENCY MEDICAL SERVICE,-8951010.295593208,3219123.8527083737
INDIAN RIVER CO EMS ST 09,13550 ROSELAND DR,SEBASTIAN,32958,INDIAN RIVER,"-80.48852064,27.83794960",17R NL 50365 79356,COUNTY,30382100001000000011.5,EMERGENCY MEDICAL SERVICE,-8959941.131865619,3228558.2619430907
INDIAN RIVER CO EMS ST 02,3301 BRIDGE PLAZA DR,VERO BEACH,32963,INDIAN RIVER,"-80.37011524,27.65222747",17R NL 62130 58837,COUNTY,32403100000002000001.0,EMERGENCY MEDICAL SERVICE,-8946760.303158477,3205197.9635464908
INDIAN RIVER CO EMS ST 01,1500 OLD DIXIE HWY,VERO BEACH,32960,INDIAN RIVER,"-80.39559156,27.62960787",17R NL 59629 56319,COUNTY,33391200000300000014.0,EMERGENCY MEDICAL SERVICE,-8949596.314667441,3202355.565433733
INDIAN RIVER CO EMS ST 50,9448 82ND ST,VERO BEACH,32967,INDIAN RIVER,"-80.52057417,27.74313757",17R NL 47249 68840,COUNTY,31383400000300000003.1,EMERGENCY MEDICAL SERVICE,-8963509.314545436,3216627.742271269
INDIAN RIVER CO EMS ST 04,1500 9TH ST SW,VERO BEACH,32962,INDIAN RIVER,"-80.40133693,27.58773286",17R NL 59085 51677,COUNTY,33392300001016000001.0,EMERGENCY MEDICAL SERVICE,-8950235.885961441,3197095.0654526344
CHIPOLA AVIATION AIR AMBULANCE,3633 INDUSTRIAL PARK DR,MARIANNA,32446,JACKSON,"-85.18219893,30.83533426",16R FV 73849 12766,MUNICIPAL, ,EMERGENCY MEDICAL SERVICE,-9482439.009848565,3611382.5758192823
JACKSON CO FIRE/RESCUE UNIT,3555 STATE ROAD 71,MARIANNA,32446,JACKSON,"-85.17078923,30.82344910",16R FV 74962 11467,COUNTY,19-5N-09-0000-0050-0000,EMERGENCY MEDICAL SERVICE,-9481168.887479343,3609841.811733744
LAKE CO EMS ST 221,201 S CANAL ST,LEESBURG,34748,LAKE,"-81.87529704,28.81489753",17R MM 14592 87792,COUNTY,231924000400008200,EMERGENCY MEDICAL SERVICE,-9114316.3747369,3352107.667033686
LAKE CO EMS ST 251,1201 LEWIS RD,LEESBURG,34748,LAKE,"-81.93331660,28.82909596",17R MM 08943 89408,COUNTY,171924000300001401,EMERGENCY MEDICAL SERVICE,-9120775.0830273,3353911.71046494
