Name,Address,City,Zip,COUNTY,LONGLAT,USNG,OWNERSHIP,PARCELID,FACILITY_TYPE,x,y
13th AG Band,700 NW 28TH ST,MIAMI,33127,MIAMI-DADE,"-80.20880780,25.80219293",17R NJ 79314 54016,STATE,,NATIONAL GUARD,-8928803.641815037,2974602.246187077
930th ALT,756 SAINT LO BLVD,HOMESTEAD,33032,MIAMI-DADE,"-80.39093485,25.49786171",17R NJ 61211 20217,,3069260100740,NATIONAL GUARD,-8949077.931461737,2937020.71574488
E/53rd FSC,,MIAMI,33170,MIAMI-DADE,"-80.39720873,25.49403626",17R NJ 60582 19790,,3069140110330,NATIONAL GUARD,-8949776.337491432,2936548.923765719
260th MI,,MIAMI,33170,MIAMI-DADE,"-80.39720873,25.49403626",17R NJ 60582 19790,,3069140110330,NATIONAL GUARD,-8949776.337491432,2936548.923765719
"DETACHMENT 1, 125TH FIGHTER WING",,MIAMI,33170,MIAMI-DADE,"-80.39720873,25.49403626",17R NJ 60582 19790,,3069140110330,NATIONAL GUARD,-8949776.337491432,2936548.923765719
HHC/C/1-124th IN,,MIAMI,33170,MIAMI-DADE,"-80.39720873,25.49403626",17R NJ 60582 19790,,3069140110330,NATIONAL GUARD,-8949776.337491432,2936548.923765719
50th RSG,756 SAINT LO BLVD,HOMESTEAD,33032,MIAMI-DADE,"-80.39093485,25.49786171",17R NJ 61211 20217,,3069260100740,NATIONAL GUARD,-8949077.931461737,2937020.71574488
13th AG Band,700 NW 28TH ST,MIAMI,33127,MIAMI-DADE,"-80.20880780,25.80219293",17R NJ 79314 54016,STATE,,NATIONAL GUARD,-8928803.641815037,2974602.246187077
13th AG Band,700 NW 28TH ST,MIAMI,33127,MIAMI-DADE,"-80.20880780,25.80219293",17R NJ 79314 54016,STATE,,NATIONAL GUARD,-8928803.641815037,2974602.246187077
13th AG Band,700 NW 28TH ST,MIAMI,33127,MIAMI-DADE,"-80.20880780,25.80219293",17R NJ 79314 54016,STATE,,NATIONAL GUARD,-8928803.641815037,2974602.246187077
13th AG Band,700 NW 28TH ST,MIAMI,33127,MIAMI-DADE,"-80.20880780,25.80219293",17R NJ 79314 54016,STATE,,NATIONAL GUARD,-8928803.641815037,2974602.246187077
13th AG Band,700 NW 28TH ST,MIAMI,33127,MIAMI-DADE,"-80.20880780,25.80219293",17R NJ 79314 54016,STATE,,NATIONAL GUARD,-8928803.641815037,2974602.246187077
USAF TETHERED AEROSTAT RADAR SITE,BLIMP RD,SUMMERLAND KEY,33042,MONROE,"-81.50298417,24.69580048",17R MH 49119 31358,,1766 28 00115280000000,NATIONAL GUARD,-9072870.69579862,2838426.5680584437
653RD SIG CO,1518 E JAMES LEE BLVD,CRESTVIEW,32539,OKALOOSA,"-86.54958546,30.76060011",16R EV 43106 03157,STATE,16-3N-23-0000-0008-0000,NATIONAL GUARD,-9634655.78171921,3601697.383381896
HHB/164th ADA Bde,2809 S FERN CREEK AVE,ORLANDO,32806,ORANGE,"-81.35943330,28.51075834",17R MM 64827 53836,STATE,,NATIONAL GUARD,-9056890.686649848,3313522.68533989
HHB/164th ADA Bde,2809 S FERN CREEK AVE,ORLANDO,32806,ORANGE,"-81.35943330,28.51075834",17R MM 64827 53836,STATE,,NATIONAL GUARD,-9056890.686649848,3313522.68533989
"164 AD, HHB",8385 DAETWYLER DR,ORLANDO,32827,ORANGE,"-81.33737635,28.44590561",17R MM 66965 46645,,,NATIONAL GUARD,-9054435.317457713,3305309.494232984
HHB/164th ADA Bde,2809 S FERN CREEK AVE,ORLANDO,32806,ORANGE,"-81.35943330,28.51075834",17R MM 64827 53836,STATE,,NATIONAL GUARD,-9056890.686649848,3313522.68533989
164TH AIR DEFENSE BRIGADE,8385 DAETWYLER DR,ORLANDO,32827,ORANGE,"-81.33737635,28.44590561",17R MM 66965 46645,,,NATIONAL GUARD,-9054435.317457713,3305309.494232984
F/53rd-FSC,8385 DAETWYLER DR,ORLANDO,32827,ORANGE,"-81.33737635,28.44590561",17R MM 66965 46645,,,NATIONAL GUARD,-9054435.317457713,3305309.494232984
TEAM 2 DET 1 32ND AAMDC,8385 DAETWYLER DR,ORLANDO,32827,ORANGE,"-81.33737635,28.44590561",17R MM 66965 46645,,,NATIONAL GUARD,-9054435.317457713,3305309.494232984
"164 AD, HQ",8385 DAETWYLER DR,ORLANDO,32827,ORANGE,"-81.33737635,28.44590561",17R MM 66965 46645,,,NATIONAL GUARD,-9054435.317457713,3305309.494232984
TEAM 2 DET 1 32ND AAMDC,8385 DAETWYLER DR,ORLANDO,32827,ORANGE,"-81.33737635,28.44590561",17R MM 66965 46645,,,NATIONAL GUARD,-9054435.317457713,3305309.494232984
TEAM 2 DET 1 32ND AAMDC,8385 DAETWYLER DR,ORLANDO,32827,ORANGE,"-81.33737635,28.44590561",17R MM 66965 46645,,,NATIONAL GUARD,-9054435.317457713,3305309.494232984
HHC/2-124th F/53rd-FSC,8385 DAETWYLER DR,ORLANDO,32827,ORANGE,"-81.33737635,28.44590561",17R MM 66965 46645,,,NATIONAL GUARD,-9054435.317457713,3305309.494232984
HHB/164th ADA Bde,2809 S FERN CREEK AVE,ORLANDO,32806,ORANGE,"-81.35943330,28.51075834",17R MM 64827 53836,STATE,,NATIONAL GUARD,-9056890.686649848,3313522.68533989
HHB/164th ADA Bde,2809 S FERN CREEK AVE,ORLANDO,32806,ORANGE,"-81.35943330,28.51075834",17R MM 64827 53836,STATE,,NATIONAL GUARD,-9056890.686649848,3313522.68533989
HHB/164th ADA Bde,2809 S FERN CREEK AVE,ORLANDO,32806,ORANGE,"-81.35943330,28.51075834",17R MM 64827 53836,STATE,,NATIONAL GUARD,-9056890.686649848,3313522.68533989
HHD/254th TC BN,3193 GUN CLUB RD,WEST PALM BEACH,33406,PALM BEACH,"-80.09063989,26.67377919",17R NK 90483 50626,STATE,00434406000001050,NATIONAL GUARD,-8915649.250044102,3082773.554871903
HHD/254th TC BN,3193 GUN CLUB RD,WEST PALM BEACH,33406,PALM BEACH,"-80.09063989,26.67377919",17R NK 90483 50626,STATE,00434406000001050,NATIONAL GUARD,-8915649.250044102,3082773.554871903
HHD/254th TC BN,3193 GUN CLUB RD,WEST PALM BEACH,33406,PALM BEACH,"-80.09063989,26.67377919",17R NK 90483 50626,STATE,00434406000001050,NATIONAL GUARD,-8915649.250044102,3082773.554871903
HHD/254th TC BN,3193 GUN CLUB RD,WEST PALM BEACH,33406,PALM BEACH,"-80.09063989,26.67377919",17R NK 90483 50626,STATE,00434406000001050,NATIONAL GUARD,-8915649.250044102,3082773.554871903
"1-124 IN, D CO",2901 TUXADO AVE,WEST PALM BEACH,33405,PALM BEACH,"-80.07213396,26.68798200",17R NK 92313 52212,,74434332010070011,NATIONAL GUARD,-8913589.179379195,3084543.014722178
HHD/254th TC BN,3193 GUN CLUB RD,WEST PALM BEACH,33406,PALM BEACH,"-80.09063989,26.67377919",17R NK 90483 50626,STATE,00434406000001050,NATIONAL GUARD,-8915649.250044102,3082773.554871903
"BTRY B, 2ND BN, 116TH FA",38017 LIVE OAK AVE,DADE CITY,33523,PASCO,"-82.18717469,28.36572461",17R LM 83665 38289,STATE, ,NATIONAL GUARD,-9149034.43620986,3295162.0339656556
G CO,38017 LIVE OAK AVE,DADE CITY,33523,PASCO,"-82.18717469,28.36572461",17R LM 83665 38289,STATE, ,NATIONAL GUARD,-9149034.43620986,3295162.0339656556
53 BSB,38017 LIVE OAK AVE,DADE CITY,33523,PASCO,"-82.18717469,28.36572461",17R LM 83665 38289,STATE, ,NATIONAL GUARD,-9149034.43620986,3295162.0339656556
HQ/HHC/C/53rd SPT Bn,3601 38TH AVE  S,SAINT PETERSBURG,33711,PINELLAS,"-82.68197726,27.73448569",17R LL 34206 68923,STATE,16 31 34 00000 440 0200,NATIONAL GUARD,-9204115.606292967,3215539.563837342
CO C 53RD SPT BN,3601 38TH AVE  S,SAINT PETERSBURG,33711,PINELLAS,"-82.68197726,27.73448569",17R LL 34206 68923,STATE,16 31 34 00000 440 0200,NATIONAL GUARD,-9204115.606292967,3215539.563837342
HHC/53rd BCT,2801 GRAND AVE,PINELLAS PARK,33782,PINELLAS,"-82.67481975,27.85455304",17R LL 35093 82216,FEDERAL,16 30 22 30374 000 0800,NATIONAL GUARD,-9203318.836517416,3230648.599880375
"CO A, 53RD SPT BN",706 N MISSOURI AVENUE,CLEARWATER,33755,PINELLAS,"-82.78890280,27.97307062",17R LL 24050 95507,MUNICIPAL,15 29 10 59796 002 1200,NATIONAL GUARD,-9216018.502800161,3245579.034801604
"R&R, 53 SPT, A CO",706 N MISSOURI AVENUE,CLEARWATER,33755,PINELLAS,"-82.78890280,27.97307062",17R LL 24050 95507,MUNICIPAL,15 29 10 59796 002 1200,NATIONAL GUARD,-9216018.502800161,3245579.034801604
HHC/B/C/BST Bn,2801 GRAND AVE,PINELLAS PARK,33782,PINELLAS,"-82.67481975,27.85455304",17R LL 35093 82216,FEDERAL,16 30 22 30374 000 0800,NATIONAL GUARD,-9203318.836517416,3230648.599880375
AFRC,2801 GRAND AVE,PINELLAS PARK,33782,PINELLAS,"-82.67481975,27.85455304",17R LL 35093 82216,FEDERAL,16 30 22 30374 000 0800,NATIONAL GUARD,-9203318.836517416,3230648.599880375
A/53rd SPT Bn,2801 GRAND AVE,PINELLAS PARK,33782,PINELLAS,"-82.67481975,27.85455304",17R LL 35093 82216,FEDERAL,16 30 22 30374 000 0800,NATIONAL GUARD,-9203318.836517416,3230648.599880375
HQ 53RD INFANTRY BRIGADE COMBAT TEAM,2801 GRAND AVE,PINELLAS PARK,33782,PINELLAS,"-82.67481975,27.85455304",17R LL 35093 82216,FEDERAL,16 30 22 30374 000 0800,NATIONAL GUARD,-9203318.836517416,3230648.599880375
B/260th M1 Bn,2801 GRAND AVE,PINELLAS PARK,33782,PINELLAS,"-82.67481975,27.85455304",17R LL 35093 82216,FEDERAL,16 30 22 30374 000 0800,NATIONAL GUARD,-9203318.836517416,3230648.599880375
FMS #4,1111 Commerce Ave,Haines City,33844,POLK,"-81.64418365,28.11723314",17R MM 36730 10356,,,NATIONAL GUARD,-9088588.950587517,3263762.2625866183
"BTRY B, 2ND BN, 116TH FA","565 AVENUE C, SE",WINTER HAVEN,33880,POLK,"-81.71890271,28.01903957",17R ML 29327 99519,MUNICIPAL,262828605500019000,NATIONAL GUARD,-9096906.638341825,3251374.4563279687
DET 1 HHSB 2ND BN 116TH FA,1107 WEST COMMERCE AVENUE,HAINES CITY,33844,POLK,"-81.64308108,28.11704155",17R MM 36838 10334,,272719000000021150,NATIONAL GUARD,-9088466.212280145,3263738.0815492575
DET 1 CO H 171ST AVN BN,3770 AIRFIELD DR W,LAKELAND,33811,POLK,"-82.01671714,27.99423599",17R ML 00025 96980,MUNICIPAL,232904000000011010,NATIONAL GUARD,-9130059.188863808,3248247.098923973
HHB/2-116TH FA,4140 DRANE FIELD RD,LAKELAND,33811,POLK,"-82.02976566,27.99609861",17R LL 98744 97197,STATE,232905000000012020,NATIONAL GUARD,-9131511.743679147,3248481.9219917525
"BTRY A, 2ND BN, 116TH FA",120 Bartow Municipal Airport,BARTOW,33830,POLK,"-81.78101928,27.95358330",17R ML 23173 92306,STATE,252914000000022010,NATIONAL GUARD,-9103821.422804393,3243122.9654020006
325TH MAINT CO,435 S AIRPORT RD,LAKE WALES,33859,POLK,"-81.61910811,27.89686490",17R ML 39069 85931,STATE,273005000000021040,NATIONAL GUARD,-9085797.554119684,3235977.0250503886
HQ 2ND BN 116TH FA,4140 DRANE FIELD RD,LAKELAND,33811,POLK,"-82.02976566,27.99609861",17R LL 98744 97197,STATE,232905000000012020,NATIONAL GUARD,-9131511.743679147,3248481.9219917525
3116th FSC,435 S AIRPORT RD,LAKE WALES,33859,POLK,"-81.61910811,27.89686490",17R ML 39069 85931,STATE,273005000000021040,NATIONAL GUARD,-9085797.554119684,3235977.0250503886
"R&R, 1-265 AD, A BTRY",1301 MOSELEY AVE,PALATKA,32177,PUTNAM,"-81.64916219,29.63773994",17R MN 37162 78821,MUNICIPAL,12-10-26-3550-0170-0010,NATIONAL GUARD,-9089143.15849278,3457069.165679894
"BTRY A, 1ST BN, 265TH ADA",1301 MOSELEY AVE,PALATKA,32177,PUTNAM,"-81.64916219,29.63773994",17R MN 37162 78821,MUNICIPAL,12-10-26-3550-0170-0010,NATIONAL GUARD,-9089143.15849278,3457069.165679894
DEPARTMENT OF MILITARY AFFAIRS JOINT FORCE HEADQUARTERS,82 MARINE ST,SAINT AUGUSTINE,32084,ST. JOHNS,"-81.30976809,29.88778870",17R MP 70089 06391,OTHER PUBLIC,2008800000,NATIONAL GUARD,-9051361.98065628,3489134.266382348
DET 2 STARC,2305 STATE ROAD 207,SAINT AUGUSTINE,32084,ST. JOHNS,"-81.37451490,29.83249788",17R MP 63818 00283,STATE,4444444444,NATIONAL GUARD,-9058569.562202573,3482037.1274246974
OSA,190 SAN MARCO AVE,SAINT AUGUSTINE,32084,ST. JOHNS,"-81.32122452,29.91062910",17R MP 68990 08925,STATE,1543200000,NATIONAL GUARD,-9052637.304270582,3492067.2126554134
DET 8,190 SAN MARCO AVE,SAINT AUGUSTINE,32084,ST. JOHNS,"-81.32122452,29.91062910",17R MP 68990 08925,STATE,1543200000,NATIONAL GUARD,-9052637.304270582,3492067.2126554134
JFHQ,25 ST FRANCIS ST,SAINT AUGUSTINE,32084,ST. JOHNS,"-81.31054511,29.88773729",17R MP 70014 06386,STATE,2003200000,NATIONAL GUARD,-9051448.477858823,3489127.664911609
"BTRY E, 265TH AD BN",2305 STATE ROAD 207,SAINT AUGUSTINE,32084,ST. JOHNS,"-81.37451490,29.83249788",17R MP 63818 00283,STATE,4444444444,NATIONAL GUARD,-9058569.562202573,3482037.1274246974
HRO,75 King Street,St Augustine,32085,ST. JOHNS,"-81.31367730,29.89049255",17R MP 69713 06692,,,NATIONAL GUARD,-9051797.15164764,3489481.434405835
315 3rd F1 DET,190 San Marco Blvd,St Augustine,32084,ST. JOHNS,"-81.32682141,29.87695106",17R MP 68439 05195,,,NATIONAL GUARD,-9053260.347400405,3487742.8355967477
SAAO,75 King Street,St Augustine,32085,ST. JOHNS,"-81.31367730,29.89049255",17R MP 69713 06692,,,NATIONAL GUARD,-9051797.15164764,3489481.434405835
215 3rd F1 DET,190 San Marco Blvd,St Augustine,32084,ST. JOHNS,"-81.32682141,29.87695106",17R MP 68439 05195,,,NATIONAL GUARD,-9053260.347400405,3487742.8355967477
153rd FMC,190 San Marco Blvd,St Augustine,32084,ST. JOHNS,"-81.32682141,29.87695106",17R MP 68439 05195,,,NATIONAL GUARD,-9053260.347400405,3487742.8355967477
J8, ,SAINT AUGUSTINE,32085,ST. JOHNS,"-81.30646880,29.87961219",17R MP 70406 05484,,,NATIONAL GUARD,-9050994.705200119,3488084.4801339135
State Safety Office,75 King Street,St Augustine,32085,ST. JOHNS,"-81.31367730,29.89049255",17R MP 69713 06692,,,NATIONAL GUARD,-9051797.15164764,3489481.434405835
1153rd F1 DET,190 San Marco Blvd,St Augustine,32084,ST. JOHNS,"-81.32682141,29.87695106",17R MP 68439 05195,,,NATIONAL GUARD,-9053260.347400405,3487742.8355967477
DET 8 OSA,255 HAWKEYE VIEW LANE,SAINT AUGUSTINE,32095,ST. JOHNS,"-81.35003859,29.96966497",17R MP 66229 15475,COUNTY,0747800000,NATIONAL GUARD,-9055844.87145259,3499651.1538263024
1996th CCT,190 San Marco Blvd,St Augustine,32084,ST. JOHNS,"-81.32682141,29.87695106",17R MP 68439 05195,,,NATIONAL GUARD,-9053260.347400405,3487742.8355967477
DET 3 STARC MEDICAL DET,2305 STATE ROAD 207,SAINT AUGUSTINE,32084,ST. JOHNS,"-81.37451490,29.83249788",17R MP 63818 00283,STATE,4444444444,NATIONAL GUARD,-9058569.562202573,3482037.1274246974
1565th JAG,25 ST FRANCIS ST,SAINT AUGUSTINE,32084,ST. JOHNS,"-81.31054511,29.88773729",17R MP 70014 06386,STATE,2003200000,NATIONAL GUARD,-9051448.477858823,3489127.664911609
RECRUITING AND RETENTION,2305 STATE ROAD 207,SAINT AUGUSTINE,32084,ST. JOHNS,"-81.37451490,29.83249788",17R MP 63818 00283,STATE,4444444444,NATIONAL GUARD,-9058569.562202573,3482037.1274246974
3153RD FINANCE DET,190 SAN MARCO AVE,SAINT AUGUSTINE,32084,ST. JOHNS,"-81.32122452,29.91062910",17R MP 68990 08925,STATE,1543200000,NATIONAL GUARD,-9052637.304270582,3492067.2126554134
J1,310 CHARLOETT ST,SAINT AUGUSTINE,32084,ST. JOHNS,"-81.31026149,29.88656108",17R MP 70041 06255,STATE,2004500000,NATIONAL GUARD,-9051416.905121865,3488976.646129141
R&R,25 ST FRANCIS ST,SAINT AUGUSTINE,32084,ST. JOHNS,"-81.31054511,29.88773729",17R MP 70014 06386,STATE,2003200000,NATIONAL GUARD,-9051448.477858823,3489127.664911609
HQ 153 FINANCE BN,190 SAN MARCO AVE,SAINT AUGUSTINE,32084,ST. JOHNS,"-81.32122452,29.91062910",17R MP 68990 08925,STATE,1543200000,NATIONAL GUARD,-9052637.304270582,3492067.2126554134
2153RD FINANCE DET,190 SAN MARCO AVE,SAINT AUGUSTINE,32084,ST. JOHNS,"-81.32122452,29.91062910",17R MP 68990 08925,STATE,1543200000,NATIONAL GUARD,-9052637.304270582,3492067.2126554134
HQ DET STARC(-)FLARNG,2305 STATE ROAD 207,SAINT AUGUSTINE,32084,ST. JOHNS,"-81.37451490,29.83249788",17R MP 63818 00283,STATE,4444444444,NATIONAL GUARD,-9058569.562202573,3482037.1274246974
J1,25 ST FRANCIS ST,SAINT AUGUSTINE,32084,ST. JOHNS,"-81.31054511,29.88773729",17R MP 70014 06386,STATE,2003200000,NATIONAL GUARD,-9051448.477858823,3489127.664911609
806 MP CO,2805 DELAWARE AVE,FORT PIERCE,34947,ST. LUCIE,"-80.35355951,27.44344083",17R NL 63884 35718,STATE,2408-442-0005-000-1,NATIONAL GUARD,-8944917.328459162,3178983.9032469722
HHB 3RD BN 265TH ADA,2890 RINGLING BLVD,SARASOTA,34237,SARASOTA,"-82.51149869,27.33586531",17R LL 50474 24542,,2029-01-0055,NATIONAL GUARD,-9185138.019235242,3165496.714097895
B/2- 124th IN,915 E 1ST ST,SANFORD,32771,SEMINOLE,"-81.25909276,28.81116103",17R MM 74718 87091,STATE,,NATIONAL GUARD,-9045720.828389712,3351632.950105736
CO B 2ND BN 124TH IN,915 E 1ST ST,SANFORD,32771,SEMINOLE,"-81.25909276,28.81116103",17R MM 74718 87091,STATE,,NATIONAL GUARD,-9045720.828389712,3351632.950105736
269TH ENGINEER COMPANY,1416 11th St SW,LIVE OAK,32064,SUWANNEE,"-83.00831846,30.29049521",17R LP 06849 52683,STATE,2702S13E08076000000,NATIONAL GUARD,-9240443.742613634,3540945.21336162
689 EN TM,1416 11th St SW,LIVE OAK,32064,SUWANNEE,"-83.00831846,30.29049521",17R LP 06849 52683,STATE,2702S13E08076000000,NATIONAL GUARD,-9240443.742613634,3540945.21336162
"BTRY C, 1ST BN, 265TH ADA",405 S BASIN ST,DAYTONA BEACH,32114,VOLUSIA,"-81.01296426,29.20786318",17R MN 98739 31015,STATE,,NATIONAL GUARD,-9018321.929457366,3402129.055240659
"BTRY B, 265th ADA",401 S ALABAMA AVE,DELAND,32724,VOLUSIA,"-81.30038212,29.02330344",17R MN 70749 10604,STATE,,NATIONAL GUARD,-9050317.139341746,3378612.3745381436
HQ 1ST BN 265TH ADA,405 S BASIN ST,DAYTONA BEACH,32114,VOLUSIA,"-81.01296426,29.20786318",17R MN 98739 31015,STATE,,NATIONAL GUARD,-9018321.929457366,3402129.055240659
"BTRY B, 265th ADA",401 S ALABAMA AVE,DELAND,32724,VOLUSIA,"-81.30038212,29.02330344",17R MN 70749 10604,STATE,,NATIONAL GUARD,-9050317.139341746,3378612.3745381436
"BTRY B, 265th ADA",401 S ALABAMA AVE,DELAND,32724,VOLUSIA,"-81.30038212,29.02330344",17R MN 70749 10604,STATE,,NATIONAL GUARD,-9050317.139341746,3378612.3745381436
HHB 1ST BN 265TH ADA,405 S BASIN ST,DAYTONA BEACH,32114,VOLUSIA,"-81.01296426,29.20786318",17R MN 98739 31015,STATE,,NATIONAL GUARD,-9018321.929457366,3402129.055240659
"BTRY B, 265th ADA",401 S ALABAMA AVE,DELAND,32724,VOLUSIA,"-81.30038212,29.02330344",17R MN 70749 10604,STATE,,NATIONAL GUARD,-9050317.139341746,3378612.3745381436
"53 BSB, D CO",749 S 7TH ST,CHIPLEY,32428,WASHINGTON,"-85.53628034,30.77583347",16R FV 40068 05674,STATE,00000000-00-1826-0000,NATIONAL GUARD,-9521855.171953522,3603670.9431658755
CO C 3RD BN 124TH IN,749 S 7TH ST,CHIPLEY,32428,WASHINGTON,"-85.53628034,30.77583347",16R FV 40068 05674,STATE,00000000-00-1826-0000,NATIONAL GUARD,-9521855.171953522,3603670.9431658755
