Name,Address,City,Zip,COUNTY,X,Y,USNG,OWNERSHIP,PARCELID,NAME_OTHER,DESCRIPTION,LINK,FAC_STATUS,UAID,ACODE,AUSE,AOWNERSHIP,LAT,LONG,COMMENT,FACILITY_TYPE,x,y
LYKES BRIGHTON AIRPORT, ,OKEECHOBEE,34974,GLADES,-81.08687775,27.19051392,17R ML 91394 07539,,A11-38-32-A00-0010-0000,LYKES BRIGHTON AIRPORT,106 SW CR 721  OKEECHOBEE FL 34974,,Active,FL000649,8FD5,Private,Private,27.18893611,-81.08701111,,AIRPORT,-9026549.94168647,3147294.1750349808
SUNDANCE FARMS AIRPORT, ,LABELLE,33935,GLADES,-81.48563215,26.79753286,17R MK 51731 64102,,A23-42-28-A00-0070-0000,SUNDANCE FARMS AIRPORT,"MUNZ, CHARLES 23600 SW 162 AVE  HOMESTEAD FL 33031",,Active,FL000498,FD20,Private,Private,26.80034166,-81.48507777,,AIRPORT,-9070939.077856857,3098198.8487099092
SQUIRES AVIATION RANCH AIRPORT, , , ,HAMILTON,-83.18358167,30.50021056,17R KP 90438 76242,,,SQUIRES AVIATION RANCH AIRPORT,"SQUIRES, ROBIN 3414 NW 44TH STREET  JASPER FL 32052",,Active,FL001139,FD63,Private,Private,30.50021055,-83.18358166,,AIRPORT,-9259953.953562837,3568010.6589879617
DJ FARM AIRPORT, , , ,HAMILTON,-83.14777778,30.46027778,17R KP 93790 71749,,,DJ FARM AIRPORT,6299 SW 52 LANE  JASPER FL 32052,,Active,FL001283,,Private,Private,30.46027777,-83.14777777,,AIRPORT,-9255968.282801446,3562852.5301191257
BIRD FIELD, ,JENNINGS,32053,HAMILTON,-83.25931507,30.62243048,17R KP 83439 89934,,5064-000,BIRD FIELD,"BIRD, FRANK 435 NW 18TH PLACE  JENNINGS FL 32053",,Active,FL000472,FA11,Private,Private,30.62186111,-83.25947222,,AIRPORT,-9268384.557912726,3583811.0236389893
CREWS HOMESTEAD RANCH AIRPORT, ,WAUCHULA,33873,HARDEE,-81.61091779,27.62204591,17R ML 39724 55484,,10-33-27-0000-10010-0000,CREWS HOMESTEAD RANCH AIRPORT,"CREWS, CHRISTY P.O. BOX 1669  AVON PARK FL 33826-1669",,Active,FL000241,FL01,Private,Private,27.62083333,-81.61083333,,AIRPORT,-9084885.81119329,3201405.454175858
GRIFFINS PEACE RIVER RANCH AIRPORT, ,ZOLFO SPRINGS,33890,HARDEE,-81.83146801,27.41432881,17R ML 17808 32601,,20-35-25-0000-10010-0000,GRIFFINS PEACE RIVER RANCH AIRPORT,"HURST, STEWART P.O. BOX 127  FROSTPROOF FL 33843",,Active,FL000840,FL00,Private,Private,27.41893055,-81.83258333,,AIRPORT,-9109437.349986289,3175332.7125522387
MCDANIEL RANCH AIRPORT, ,CLEWISTON,33440,HENDRY,-81.02305605,26.39388852,17R MK 97700 19305,,1 33 47 15 A00 0001.0000,MCDANIEL RANCH AIRPORT,"MCDANIEL, DAVID (PARTNER/PILOT) 32595 COUNTY ROAD 833  CLEWISTON FL 33440",,Active,FL000927,0FL9,Private,Private,26.39388888,-81.02305555,,AIRPORT,-9019445.341645205,3047948.079279512
DEVILS GARDEN STRIP, , , ,HENDRY,-81.00055556,26.45083333,17R MK 99944 25612,,,DEVILS GARDEN STRIP,"ZIPPERER, R DOUGLAS P.O. BOX 640  FORT MYERS FL 33902",,Active,FL000886,FA18,Private,Private,26.45083333,-81.00055555,,AIRPORT,-9016940.598503381,3055026.5808448973
WILLIAMS SKY MANOR AIRPORT, ,ALVA,33920,HENDRY,-81.50622108,26.73859196,17R MK 49659 57582,,1 28 43 15 A00 0009.0000,WILLIAMS SKY MANOR AIRPORT,"WILLIAMS, WILLIAM 4205 FORT DENAUD ROAD  LA BELLE FL 33935",,Active,FL000497,FA51,Private,Private,26.73895555,-81.50618888,,AIRPORT,-9073231.027544416,3090850.0585398134
COTTON STRIP, ,LABELLE,33935,HENDRY,-81.53384192,26.71326598,17R MK 46900 54788,,1 28 43 28 A00 0006.0000,COTTON STRIP,"SHULTS, MICHAEL 6190A WEST STATE ROAD 80  LABELLE FL 33935",,Active,FL000502,17FA,Private,Private,26.7134,-81.53535555,,AIRPORT,-9076305.765238725,3087693.569178735
BIG CYPRESS AIRFIELD, ,CLEWISTON,33440,HENDRY,-80.99040917,26.32646318,17R NK 00957 11838,,1 33 48 12 A00 0001.0000,BIG CYPRESS AIRFIELD,35201 EAGLES LANDING  CLEWISTON FL 33440,,Active,FL000444,59FD,Private,Private,26.32027777,-80.98777777,,AIRPORT,-9015811.10800212,3039571.313726685
HARPERS FLY-IN RANCH AIRPORT, ,CLEWISTON,33440,HENDRY,-81.16383583,26.72915289,17R MK 83706 56447,,1 32 43 19 A00 0010.0000,HARPERS FLY-IN RANCH AIRPORT,"HARPER, ROBERT 14825 CENTER AVENUE  CLEWISTON FL 33440",,Active,FL001113,0FL0,Private,Private,26.73055555,-81.16388888,,AIRPORT,-9035116.875422452,3089673.5428301147
CHARLTON STRIP, ,LABELLE,33935,HENDRY,-81.40428048,26.52151336,17R MK 59720 33503,,1 29 45 34 A00 0013.0000,CHARLTON STRIP,"CHARLTON, JOHN P.O. BOX 56  FELDA FL 33930",,Active,FL000206,05FL,Private,Private,26.52305555,-81.40833333,,AIRPORT,-9061883.050907325,3063817.302891737
SOUTHPOINT AIRPORT, ,ALVA,33920,HENDRY,-81.53894983,26.76860816,17R MK 46418 60920,,1 28 43 05 A00 0001.0200,SOUTHPOINT AIRPORT,"MORRISION, ROBERT 110 KIRBY THOMPSON ROAD  FORT DENAUD FL 33935",,Active,FL000501,95FD,Private,Private,26.76833333,-81.53888888,,AIRPORT,-9076874.375347769,3094592.021330819
DUDA AIRSTRIP, ,LABELLE,33935,HENDRY,-81.48608305,26.58011067,17R MK 51595 40021,,1 28 45 11 A00 0001.0000,DUDA AIRSTRIP,TRACY DUDA CHAPMAN 12250 SOUTH HWY. 29  FELDA FL 33930,,Active,FL000496,08FA,Private,Private,26.57944444,-81.48388888,,AIRPORT,-9070989.271539586,3071109.3586688302
CHINESEGUT AIRPORT,PILOTS PATH,BROOKSVILLE,34601,HERNANDO,-82.36800044,28.61142452,17R LM 66254 65700,,R35 421 19 7051 0000 0070,CHINESEGUT AIRPORT,"SELPH, DEBRA D. SELPH 22270 PILOTS PATH BROOKSVILLE FL 34601",,Active,FL000276,5FD7,Private,Private,28.61930555,-82.36888888,,AIRPORT,-9169163.86620879,3326281.4342983747
GRAND VISTA RANCH, , , ,HERNANDO,-82.30472222,28.53972222,17R LM 72355 57686,,,GRAND VISTA RANCH,26756 MONDON HILL ROAD  BROOKSVILLE FL 34601,,Active,FL001462,,Private,Private,28.53972222,-82.30472222,,AIRPORT,-9162119.76760157,3317192.4088492463
LYKES FT. BASINGER AIRSTRIP, , , ,HIGHLANDS,-81.15,27.37888889,17R ML 85167 28410,,,LYKES FT. BASINGER AIRSTRIP,"TODD, THOMAS 490 BUCKHORN ROAD  LORIDA FL 33857",,Active,FL000890,,Private,Private,27.37888888,-81.15,,AIRPORT,-9033576.6778761,3170889.1841855873
PLACID LAKES AIRPORT, ,LAKE PLACID,33852,HIGHLANDS,-81.41332881,27.24523986,17R ML 59080 13665,,C14372919000100420,PLACID LAKES AIRPORT,215 SENECA DR NW  LAKE PLACID FL 33852,,Active,FL000522,09FA,Private,Private,27.24560277,-81.41312777,,AIRPORT,-9062890.306837866,3154144.781912669
LAKE PERSIMMON AIRSTRIP, ,LAKE PLACID,33852,HIGHLANDS,-81.41106578,27.35443305,17R ML 59344 25759,,,LAKE PERSIMMON AIRSTRIP,"SNAVELY, BILL 115 HEINLEY ROAD  LAKE PLACID FL 33852-8137",,Active,FL000520,03FA,Private,Private,27.35309722,-81.40812777,,AIRPORT,-9062638.387648845,3167823.6916264025
VINCES AIRPORT, ,LAKE PLACID,33852,HIGHLANDS,-81.38701134,27.23886194,17R ML 61683 12951,,C23372902000C0002C,VINCES AIRPORT,"PETERS, TRACY 3950 PLACID VIEW DRIVE  LAKE PLACID FL 33852",,Active,FL000523,FA60,Private,Private,27.23805555,-81.39055555,,AIRPORT,-9059960.659002822,3153346.2189431377
BLUE HEAD RANCH, ,VENUS,33960,HIGHLANDS,-81.54261463,27.15936819,17R ML 46240 04203,,C023828A0000200000,BLUE HEAD RANCH,"BUNCE, YVONNE PO BOX 1318  LAKE WALES FL 33859",,Active,FL000521,90FD,Private,Private,27.16255,-81.54285555,,AIRPORT,-9077282.338623995,3143396.847077318
MACDILL AFB,6000 N COMMERCE ST,TAMPA,33621,HILLSBOROUGH,-82.52148425,27.84919137,17R LL 50186 81426,OTHER PUBLIC,183020ZZZ000005565000A,MACDILL AFB,COMMAND POST 813-828-4361 U.S. AIR FORCE TAMPA FL ,,Active,FL000780,MCF,Private,Military USAF,27.84919166,-82.52148333,,AIRPORT,-9186249.605940958,3229973.54241481
GYRO TOWN USA STOLPORT, , , ,HILLSBOROUGH,-82.24416667,27.68444444,17R LL 77310 62866,,,GYRO TOWN USA STOLPORT,19242 GRANGE HALL LP  WIMAUMA FL 33598,,Active,FL001037,23FL,Private,Private,27.68444444,-82.24416666,,AIRPORT,-9155378.75408998,3209247.3914197832
STANCHESTER AIRPORT, , , ,HILLSBOROUGH,-82.14,27.80583333,17R LL 87707 76214,,,STANCHESTER AIRPORT,"DEWHURST, SEBASTIAN 12722 MANNHURST OAK LANE  LITHIA FL 33547",,active,FL001074,0FL6,Private,Private,27.80583333,-82.14,,AIRPORT,-9143782.973755235,3224515.796908884
WIMAUMA AIRPARK, ,LITHIA,33547,HILLSBOROUGH,-82.28286714,27.71197447,17R LL 73525 65955,,203211ZZZ000003222300U,WIMAUMA AIRPARK,"MCCRAW, PEARL 6505 HWY 674 WIMAUMA FL 33598",,Active,FL000823,FD77,Private,Private,27.71166666,-82.28305555,,AIRPORT,-9159686.870937765,3212708.651867754
BLACKWATER CREEK ULTRALIGHT PARK, , , ,HILLSBOROUGH,-82.16111111,28.14444444,17R LM 85984 13748,,,BLACKWATER CREEK ULTRALIGHT PARK,"CANNON, ROY BLACKWATER ULTRALIGHT FLIGHTPARK, INC. 9002 STATE  PLANT CITY FL 33566",,Active,FL000711,9FD2,Private,Private,28.14444444,-82.16111111,,AIRPORT,-9146133.05187674,3267197.1650813296
MIDWAY LAKE AIRPORT, , , ,HILLSBOROUGH,-82.0925,28.04166667,17R LM 92620 02299,,,MIDWAY LAKE AIRPORT,"VERNER, EDWARD P.O. BOX 1118  PLANT CITY FL 33564",,Active,FL001145,79FD,Private,Private,28.04166666,-82.0925,,AIRPORT,-9138495.297979794,3254228.019357387
FELLSMERE AIRPORT, ,FELLSMERE,32948,INDIAN RIVER,-80.66617558,27.7402504,17R NL 32900 68473,,31370000001210000001.0,FELLSMERE AIRPORT,"CHANDLER, DAVID 7735 COUNTY ROAD 512  FELLSMERE FL 32948",,Active,FL000348,4FL3,Private,Private,27.74169444,-80.66616666,,AIRPORT,-8979717.590290828,3216264.6030758703
FLY IN RANCHES AIRPORT, ,VERO BEACH,32968,INDIAN RIVER,-80.49881364,27.56250928,17R NL 49475 48840,,33383500002000000011.0,FLY IN RANCHES AIRPORT,"YOUNGBLOOD, BOB 2450 84TH AVENUE SW  VERO BEACH FL 32968",,Active,FL000794,FD25,Private,Private,27.56253611,-80.49977499,,AIRPORT,-8961086.943960864,3193927.3516175454
INDIAN RIVER AERODROME,WEST OF RANCH RD ON 5TH ST. SW,VERO BEACH,32968,INDIAN RIVER,-80.50219727,27.59841283,17R NL 49125 52816,,,INDIAN RIVER AERODROME,"IRAPOA, INC. 460 SOPWITH DR. VERO BEACH FL 32968",,Active,FL000792,FL74,Private,Private,27.59864444,-80.50199722,,AIRPORT,-8961463.607689522,3198436.5335074523
BROOCKE AIRPATCH, ,VERO BEACH,32967,INDIAN RIVER,-80.454416,27.70860563,17R NL 53787 65042,,32390800001011000001.0,BROOCKE AIRPATCH,"BROOCKE, W 6185 65TH STREET  VERO BEACH FL 32967",,Active,FL000824,FL95,Private,Private,27.70864166,-80.45283055,,AIRPORT,-8956144.621416729,3212285.0525650643
LAWRENCE AIRPORT, ,GRAND RIDGE,32442,JACKSON,-85.02593525,30.7150261,16R FU 89032 99684,,27-4N-08-0000-0150-0070,LAWRENCE AIRPORT,"LAWRENCE, GODFREY 6835 HIWAY  90  GRAND RIDGE FL 32442",,Active,FL000407,1FD0,Private,Private,30.71527777,-85.02444444,,AIRPORT,-9465043.816485511,3595794.897226564
CHIPOLA AIRPARK, ,GREENWOOD,32443,JACKSON,-85.16368313,30.8863727,16R FV 75527 18453,,30-6N-09-0000-0110-0000,CHIPOLA AIRPARK,"BAKER, BOBBY P.O. BOX 5729  MARIANNA FL 32447-5729",,Active,FL001121,5FL8,Private,Private,30.88824388,-85.16770722,,AIRPORT,-9480377.8398033,3618001.250624724
YODER AIRPORT, , , ,JACKSON,-85.02583333,30.6075,16R FU 89251 87764,,,YODER AIRPORT,620 HIGHWAY 69  GRAND RIDGE FL 32442,,Active,FL000986,,Private,Private,30.6075,-85.02583333,,AIRPORT,-9465032.470886445,3581879.7705302713
KILPATRICK FARM AIRPORT, ,SNEADS,32460,JACKSON,-84.91770114,30.72741241,16R FV 99373 01244,,22-4N-07-0000-0020-0000,KILPATRICK FARM AIRPORT,"KILPATRICK, KEN 158 RICE ROAD  CHATTAHOOCHEE FL 32324",,Active,FL000759,6FL2,Private,Private,30.72527777,-84.9177,,AIRPORT,-9452995.249961251,3597398.8252239204
WATSON AIRPORT, ,GRACEVILLE,32440,JACKSON,-85.41587785,30.95232412,16R FV 51314 25394,,03-6N-12-0000-0030-0020,WATSON AIRPORT,"WATSON, DAVID 2178 HIGHWAY 2  GRACEVILLE FL 32440",,Active,FL000283,27FL,Private,Private,30.95268333,-85.41743333,,AIRPORT,-9508452.028374372,3626559.0692584338
KIRKLAND AIRPORT, ,GRACEVILLE,32440,JACKSON,-85.49221141,30.9799013,16R FV 43980 28349,,25-7N-13-0000-0080-0000,KIRKLAND AIRPORT,"5673 HWY  GRACEVILLE, FL 32440",,Active,FL000406,FD26,Private,Private,30.98184999,-85.49243333,,AIRPORT,-9516949.44147678,3630139.219010568
LANDS FIELD, ,MARIANNA,32448,JACKSON,-85.31076004,30.69463654,16R FU 61787 96978,,02-3N-11-0000-0030-0000,LANDS FIELD,"LAND, LINDA 3457 MYSTERY SPRINGS ROAD  MARIANNA FL 32448",,Active,FL000565,21FD,Private,Private,30.69463888,-85.31076111,,AIRPORT,-9496750.366529763,3593155.0610296694
FOLSOM AIRPORT, , , ,JACKSON,-85.08333333,30.6725,16R FU 83615 94874,,,FOLSOM AIRPORT,"FOLSOM, GARY & SHIRLEY 6155 ROCKY CREEK ROAD  MARIANNA FL 32448",,Active,FL001038,2FL3,Private,Private,30.6725,-85.08333333,,AIRPORT,-9471433.34160315,3590289.6747426
NORTH AMERICAN FARMS AIRPORT, ,BASCOM,32423,JACKSON,-85.06952519,30.96487781,16R FV 84378 27308,,31-7N-08-0000-0010-0000,NORTH AMERICAN FARMS AIRPORT,"HALL, JOSEPH 5559 CONCORD ROAD  BASCOM FL 32423",,Active,FL000558,56FD,Private,Private,30.98111111,-85.06833333,,AIRPORT,-9469896.226121936,3628188.698052498
FINLAYSON FARMS AIRPORT, ,GREENVILLE,32331,JEFFERSON,-83.65296997,30.61584846,17R KP 45677 90029,,32-3N-7E-0000-0020-0000,FINLAYSON FARMS AIRPORT,"FINLAYSON, JOHN 25 FINCREST CIRCLE  GREENVILLE FL 32331",,Active,FL000410,9FL8,Private,Private,30.61659166,-83.65238055,,AIRPORT,-9312206.020148024,3582959.6039449815
JEFFERSON LANDINGS AIRPORT, ,GREENVILLE,32331,JEFFERSON,-83.70609761,30.58659397,17R KP 40504 86907,,10-2N-6E-0510-000A-0190,JEFFERSON LANDINGS AIRPORT,13 EAST 10TH WAY  GREENVILLE FL 32331,,Active,FL000607,74FL,Private,Private,30.58684722,-83.70601944,,AIRPORT,-9318120.162657332,3579176.0830336367
CHARLOTTES FIELD, ,TALLAHASSEE,32317,JEFFERSON,-84.03454433,30.47744847,16R GU 84694 75431,,21-1N-3E-0000-0121-0000,CHARLOTTES FIELD,"BRAGDON, JIM 424 GREATER ELIZABETH  MONTICELLO FL 32344",,Active,FL000770,53FD,Private,Private,30.4775,-84.03472222,,AIRPORT,-9354682.684209945,3565070.2144034733
FORT ATKINSON PLANTATION AIRPARK, , , ,LAFAYETTE,-83.30638889,30.19638889,17R KP 77963 42795,,,FORT ATKINSON PLANTATION AIRPARK,ROB HARPER IV 4485 NORTH CR 53 MAYO FL 32066,,Active,FL001247,9FD7,Private,Private,30.19638888,-83.30638888,,AIRPORT,-9273624.790916558,3528818.864716941
R. O. RANCH AIRPORT, ,MAYO,32066,LAFAYETTE,-83.26766767,29.91481974,17R KP 81073 11508,,3106110000000000200,R. O. RANCH AIRPORT,SUWANNEE RIVER WATER MANAGEMENT DISTRICT 9225 COUNTY ROAD 49  LIVE OAK FL 32060,,ACTIVE,FL000567,33FD,Private,Private,29.91461111,-83.26759722,,AIRPORT,-9269314.364819191,3492605.4071688573
KINGS FIELD, , , ,LAKE,-81.80027778,28.50861111,17R MM 21685 53806,,,KINGS FIELD,"KING, JACK 11320 MONTE VISTA ROAD  CLERMONT FL 34711",,Active,FL001327,21FL,Private,Private,28.50861111,-81.80027777,,AIRPORT,-9105965.268987319,3313250.6710159443
FLYING H AIRPORT, ,FRUITLAND PARK,34731,LAKE,-81.88896905,28.87609856,17R MM 13309 94583,,341824000400004100,FLYING H AIRPORT,"HUMPHREY, DEAN 35800 GRAYS AIRPORT ROAD  FRUITLAND PARK FL 34731",,Active,FL000394,FL99,Private,Private,28.87609722,-81.88896944,,AIRPORT,-9115838.33592937,3359885.589563703
FLORIDA FLYING GATORS ULTRALIGHT PARK, , , ,LAKE,-81.80299827,28.62766854,17R MM 21507 66999,,,FLORIDA FLYING GATORS ULTRALIGHT PARK,"GRUENER, JOHN PO BOX 38  CASSELBERRY FL 32718",,Active,FL000606,3FD4,Private,Private,28.627775,-81.80285555,,AIRPORT,-9106268.112721402,3328341.3985084896
SHEETS AIRPORT, ,GROVELAND,34736,LAKE,-81.84671716,28.53286653,17R MM 17160 56525,,012224510000500000,SHEETS AIRPORT,"MENEFEE, FRANK 2444 BAR HARBOR BAY  MOUNT DORA FL 32757",,Active,FL000413,FA42,Private,Private,28.53361111,-81.84702222,,AIRPORT,-9111134.877010792,3316323.701902955
TEX MERRITT PRIVATE AIRSTRIP, ,GROVELAND,34736,LAKE,-81.91813606,28.66777156,17R MM 10287 71523,,092124000300000400,TEX MERRITT PRIVATE AIRSTRIP,"MERRITT, TEX P.O. BOX 86  OKAHUMPA FL 34762",,Active,FL000537,51FD,Private,Private,28.66777222,-81.91813611,,AIRPORT,-9119085.192773871,3333428.373616752
DEEP WOODS RANCH AIRPORT, ,PAISLEY,32767,LAKE,-81.44701306,29.03026148,17R MN 56473 11420,,071729000100000500,DEEP WOODS RANCH AIRPORT,"SCHMALE, JOHN K 46800 DEEP WOODS ROAD  PAISLEY FL 32767",,Active,FL000332,FD86,Private,Private,29.03026111,-81.44701111,,AIRPORT,-9066640.02059641,3379498.2069784654
GRASS ROOTS AIRPARK, , , ,LAKE,-81.885,28.64166667,17R MM 13503 68606,,,GRASS ROOTS AIRPARK,"GAY, DAVID 20201 WHISTLING WIRE LANE GROVELAND FL 34736",,Active,FL001054,06FD,Private,Private,28.64166666,-81.885,,AIRPORT,-9115396.503603218,3330116.8069140846
FLYING PALOMINO RANCH AIRPORT, ,FRUITLAND PARK,34731,LAKE,-81.94091822,28.87804144,17R MM 08245 94837,,311824000400003300,FLYING PALOMINO RANCH AIRPORT,"ISAACS, STEVE 36422 MICRO RACETRACK ROAD  FRUITLAND PARK FL 34731",,Active,FL000393,5FA1,Private,Private,28.87804166,-81.94091666,,AIRPORT,-9121621.29139555,3360132.581867303
OSBORN AIRFIELD, ,GROVELAND,34736,LAKE,-81.87480123,28.52666649,17R MM 14407 55858,,012224130003900000,OSBORN AIRFIELD,"OSBORN, DARLENE 12155 MATTIODA ROAD  GROVELAND FL 34736",,Active,FL000414,02FA,Private,Private,28.52666666,-81.8748,,AIRPORT,-9114261.181914937,3315538.1222291314
FLYING BARON ESTATES AIRPORT, ,LEESBURG,34748,LAKE,-81.93591313,28.7974885,17R MM 08662 85908,,321924000200001302,FLYING BARON ESTATES AIRPORT,"STRIMENOS, PETER 1048 STRIMENOS LANE  LEESBURG FL 34748",,Active,FL000535,10FA,Private,Private,28.79748888,-81.93591388,,AIRPORT,-9121064.127786186,3349896.0209622914
BRADSHAW FARMS AIRPORT, ,EUSTIS,32736,LAKE,-81.41312404,28.94859849,17R MN 59741 02361,,041829020000006700,BRADSHAW FARMS AIRPORT,"BRADSHAW, J 32502 PINE ROAD  EUSTIS FL 32736",,Active,FL000329,FL62,Private,Private,28.94859722,-81.41312222,,AIRPORT,-9062867.512556719,3369105.399835604
BRITT BROWN & PORTER RANCH AIRPORT, ,EUSTIS,32736,LAKE,-81.43312002,28.90498851,17R MM 57775 97536,,201829000400001200,BRITT BROWN & PORTER RANCH AIRPORT,"ROSE, MELANIE 31614 BOTTANY WOOD DRIVE  EUSTIS FL 32736",,Active,FL000346,6FD6,Private,Private,28.90498888,-81.43312222,,AIRPORT,-9065093.453913178,3363558.750371771
EAGLES LANDING AIRPORT, ,BOKEELIA,33922,LEE,-82.13528779,26.6776156,17R LK 87038 51231,,0544220100003003A,EAGLES LANDING AIRPORT,"DEAN WISH, LLC PO BOX 1839 PLANT CITY FL 33564",,Active,FL000358,69FL,Private,Private,26.67729444,-82.13648055,,AIRPORT,-9143258.41248353,3083251.493315184
WOODSTOCK AIRPORT, ,SAINT JAMES CITY,33956,LEE,-82.09784617,26.58275572,17R LK 90673 40691,,03452201008000030,WOODSTOCK AIRPORT,"VALCARCEL, FRANK 4370 WOODSTOCK ROAD  ST. JAMES CITY FL 33956",,Active,FL000369,FL86,Private,Private,26.582575,-82.098425,,AIRPORT,-9139090.43045777,3071438.6056173313
CORKSCREW TRACE AIRPARK, ,ESTERO,33928,LEE,-81.60720155,26.4451801,17R MK 39462 25129,,27462700001000000,CORKSCREW TRACE AIRPARK,BARBARA WHIDDEN 21230 CORKSCREW ROAD ESTERO FL 33928,,Active,FL000344,1FD4,Private,Private,26.44535555,-81.60730277,,AIRPORT,-9084472.122133879,3054323.701237443
PINE SHADOWS AIRPARK, ,NORTH FORT MYERS,33917,LEE,-81.89852126,26.73370088,17R MK 10641 57255,,154324010000A00CE,PINE SHADOWS AIRPARK,"ELLIS, JERRY 18500 BASELEG AVENUE  FORT MYERS FL 33917",,Active,FL000370,94FL,Private,Private,26.73284722,-81.89730833,,AIRPORT,-9116901.683654116,3090240.4066603463
PINE ISLAND AIRPORT, ,BOKEELIA,33922,LEE,-82.12087222,26.65788498,17R LK 88453 49033,,09442200000170030,PINE ISLAND AIRPORT,"REED, E 13350 MORNINGSTAR LANE  BOKEELIA FL 33922",,Active,FL000365,1FA3,Private,Private,26.65618333,-82.12120277,,AIRPORT,-9141653.679288764,3080793.6340448447
STRAYHORN RANCH AIRPORT, ,FORT MYERS,33905,LEE,-81.77029391,26.6614342,17R MK 23346 49168,,12442500000070020,STRAYHORN RANCH AIRPORT,ALIWANNA LANE  FT. MYERS FL 33905,,Active,FL000360,47FD,Private,Private,26.66284999,-81.77063888,,AIRPORT,-9102627.480023108,3081235.7320224927
SALTY APPROACH AIRSTRIP, ,CAPTIVA,33924,LEE,-82.22006044,26.60363719,17R LK 78524 43114,,32442100000023300,SALTY APPROACH AIRSTRIP,P. O. BOX 3031   NORTH CAPTIVA FL 33945,,Active,FL000359,FL90,Private,Private,26.60340833,-82.22009444,,AIRPORT,-9152695.261102019,3074038.1314030993
BUCKINGHAM FIELD, ,FORT MYERS,33905,LEE,-81.70818765,26.64607819,17R MK 29517 47431,MUNICIPAL,15442601000170110,BUCKINGHAM FIELD,15191 HOMESTEAD ROAD  LEHIGH ACRES FL 33971,,Active,FL000371,FL59,Private,Private,26.64340499,-81.71035972,,AIRPORT,-9095713.843136907,3079323.055340338
ANGELS FIELD STOLPORT, ,TALLAHASSEE,32317,LEON,-84.08703841,30.48244648,16R GU 79638 75854,,1213206010000,ANGELS FIELD STOLPORT,"MAJORS, LEE 11215 TURKEY ROOST ROAD  TALLAHASSEE FL 32317",,Active,FL000864,FL52,Private,Private,30.47916666,-84.075,,AIRPORT,-9360526.297904696,3565715.8070431356
INGALLS FIELD AIRPORT, ,TALLAHASSEE,32309,LEON,-84.03044904,30.59047648,16R GU 84757 87975,,1609206180000,INGALLS FIELD AIRPORT,"YOWN, KENT 11418 CHEROKEE PLANTATION COURT  TALLAHASSEE FL 32312",,Active,FL000597,FL12,Private,Private,30.59047777,-84.03044722,,AIRPORT,-9354226.798094092,3579678.1474502278
BLACK CREEK PASS AIRPORT, , , ,LEON,-84.08330556,30.51583333,16R GU 79901 79565,,,BLACK CREEK PASS AIRPORT,11903 WADESBORO ROAD  TALLAHASSEE FL 32317,,Active,FL001336,FA25,Private,Private,30.51583333,-84.08330555,,AIRPORT,-9360110.758687356,3570029.233931393
THE CEDARS AIRFIELD,6541 SW STATE ROAD 24,CEDAR KEY,32625,LEVY,-82.94307401,29.22869713,17R LN 11143 34887,,1149100000,THE CEDARS AIRFIELD,MARVIN FRANKS 6831 SW 105TH AV  CEDAR KEY FL 32625,,Active,FL000289,FA71,Private,Private,29.22848611,-82.94306944,,AIRPORT,-9233180.763119752,3404786.3812432415
REDTAIL AIRFIELD, ,MORRISTON,32668,LEVY,-82.50063505,29.27829878,17R LN 54222 39753,,045510030C,REDTAIL AIRFIELD,"MUNOZ, JESSE 3951 SE 160TH AVENUE  MORRISTON FL 32268",,Active,FL000611,FA30,Private,Private,29.27722222,-82.50056944,,AIRPORT,-9183928.683992963,3411115.1434528166
NEAL FIELD, ,CHIEFLAND,32626,LEVY,-82.86930699,29.55720509,17R LN 18898 71179,,0053200200,NEAL FIELD,"NEAL, PAULETTE P.O. BOX 716  TRENTON FL 32693",,Active,FL000295,79FL,Private,Private,29.55583333,-82.86916666,,AIRPORT,-9224969.056821207,3446758.7256984464
CHIEFLAND SKY RANCH AIRPORT, ,CHIEFLAND,32626,LEVY,-82.86978105,29.39494465,17R LN 18563 53196,,011420010C,CHIEFLAND SKY RANCH AIRPORT,"PITTS, FRANK 4771 NW 60TH AVENUE  CHIEFLAND FL 32626",,Active,FL000296,51FL,Private,Private,29.39548055,-82.86977777,,AIRPORT,-9225021.828240976,3426010.3175601233
WINDY ACRES AIRPORT, ,TRENTON,32693,LEVY,-82.86909114,29.5658564,17R LN 18934 72137,,0052700800,WINDY ACRES AIRPORT,"FULMER, RUSSELL 5650 NW165TH ST.  TRENTON FL 32693",,Active,FL000297,6FD0,Private,Private,29.56588888,-82.86905555,,AIRPORT,-9224945.028708428,3447865.91096625
AMES FIELD, ,TRENTON,32693,LEVY,-82.87127502,29.58708591,17R LN 18760 74494,,0045500000,AMES FIELD,"HAYNES, BILL 9520 SOUTHWEST 126TH STREET  ARCHER FL 32618",,Active,FL000787,6FL8,Private,Private,29.58745833,-82.87123333,,AIRPORT,-9225188.136814004,3450583.244270562
WINGS FIELD, ,MORRISTON,32668,LEVY,-82.54558422,29.23822373,17R LN 49797 35368,,0462301200,WINGS FIELD,"OBERT, ROBERT 8053 SE 140TH LANE  INGLIS FL 34449",,Active,FL000822,96FL,Private,Private,29.23779166,-82.54561111,,AIRPORT,-9188932.403130352,3406001.6586652417
