Name,Address,City,Zip,COUNTY,LONGLAT,USNG,DESCRIPT,PARCELID,FACILITY_TYPE,x,y
BEASLEY MIDDLE SCHOOL,1100 S 18TH ST,PALATKA,32177,PUTNAM,"-81.64800683,29.64027377",17R MN 37276 79101,C,12-10-26-1070-0040-0000,PUBLIC SCHOOL,-9089014.544581851,3457393.6914136377
CHILDRENS READING CENTER,7901 ST JOHNS AVE,PALATKA,32177,PUTNAM,"-81.70374183,29.64460725",17R MN 31884 79612,,,PUBLIC SCHOOL,-9095218.93629267,3457948.7313998677
CRESCENT CITY JR/SR HIGH SCHOOL,2201 S US HWY 17,CRESCENT CITY,32112,PUTNAM,"-81.53493788,29.47205232",17R MN 48135 60405,C,12-12-27-0000-0030-0000,PUBLIC SCHOOL,-9076427.767055895,3435866.012823635
MELLON ELEMENTARY SCHOOL,301 MELLON RD,PALATKA,32177,PUTNAM,"-81.66670164,29.64459465",17R MN 35469 79590,C,11-10-26-0000-0090-0000,PUBLIC SCHOOL,-9091095.641502505,3457947.1171969706
BROWNING-PEARCE ELEMENTARY SCHOOL,100 BEAR BLVD,SAN MATEO,32187,PUTNAM,"-81.58254997,29.60942338",17R MN 43595 75649,C,21-10-27-0000-0360-0000,PUBLIC SCHOOL,-9081727.920574257,3453443.011728832
PRICE MIDDLE SCHOOL,140 N COUNTY ROAD 315,INTERLACHEN,32148,PUTNAM,"-81.88568992,29.63417761",17R MN 14263 78578,C,10-10-24-0000-0110-0000,PUBLIC SCHOOL,-9115473.305196311,3456612.9260208043
RIVER BREEZE ELEMENTARY SCHOOL,1100 HUSSON AVE,PALATKA,32177,PUTNAM,"-81.65504227,29.63778473",17R MN 36593 78829,C,12-10-26-1370-0010-0010,PUBLIC SCHOOL,-9089797.726263413,3457074.9013649398
KELLEY SMITH ELEMENTARY SCHOOL,141 KELLY SMITH SCHOOL RD,PALATKA,32177,PUTNAM,"-81.70740204,29.63309153",17R MN 31522 78339,C,16-10-26-0000-0040-0000,PUBLIC SCHOOL,-9095626.389390135,3456473.8301582267
THE GATEWAY SCHOOL,141 FERRY RD,EAST PALATKA,32131,PUTNAM,"-81.60244723,29.64883192",17R MN 41691 80025,C,38-10-27-0000-1010-0000,PUBLIC SCHOOL,-9083942.873427723,3458489.856561912
JAMES A. LONG ELEMENTARY SCHOOL,1400 OLD JACKSONVILLE HWY,PALATKA,32177,PUTNAM,"-81.65367298,29.66502948",17R MN 36743 81847,,01-10-26-9250-0000-0010,PUBLIC SCHOOL,-9089645.29781288,3460564.7663757172
PUTNAM COUNTY SUPERINTENDENT'S OFFICE,200 S 7TH ST,PALATKA,32177,PUTNAM,"-81.63626176,29.64610529",17R MN 38416 79741,C,42-10-27-6850-0530-0010,PUBLIC SCHOOL,-9087707.089075059,3458140.6079106447
Q. I. ROBERTS MIDDLE SCHOOL,901 STATE ROAD 100,FLORAHOME,32140,PUTNAM,"-81.84774329,29.72623405",17R MN 18012 88751,C,12-09-24-0000-0010-0020,PUBLIC SCHOOL,-9111249.10531962,3468408.0985483485
ELEANOR H MILLER SCHOOL,156 HORSEMAN CLUB RD,PALATKA,32177,PUTNAM,"-81.69403261,29.63115158",17R MN 32815 78116,C,15-10-26-0000-0120-0010,PUBLIC SCHOOL,-9094138.11146647,3456225.3842385868
INTERLACHEN ELEMENTARY SCHOOL,251 S COUNTY ROAD 315,INTERLACHEN,32148,PUTNAM,"-81.88714920,29.60775080",17R MN 14100 75650,C,22-10-24-2250-0020-0000,PUBLIC SCHOOL,-9115635.751871025,3453228.8563254243
PALATKA HIGH SCHOOL,302 MELLON RD,PALATKA,32177,PUTNAM,"-81.66891190,29.64458753",17R MN 35255 79590,C,11-10-26-0000-0142-0000,PUBLIC SCHOOL,-9091341.686021602,3457946.2053204025
BEASLEY MIDDLE SCHOOL,1100 S 18TH ST,PALATKA,32177,PUTNAM,"-81.64800683,29.64027377",17R MN 37276 79101,C,12-10-26-1070-0040-0000,PUBLIC SCHOOL,-9089014.544581851,3457393.6914136377
MIDDLETON-BURNEY ELEMENTARY SCHOOL,1020 HUNTINGTON RD,CRESCENT CITY,32112,PUTNAM,"-81.52278981,29.43969690",17R MN 49296 56815,,24-12-27-0510-0000-0010,PUBLIC SCHOOL,-9075075.4496633,3431729.519266552
JENKINS MIDDLE SCHOOL,1100 N 19TH ST,PALATKA,32177,PUTNAM,"-81.64615047,29.66013514",17R MN 37468 81301,C,37-10-26-6850-3450-0000,PUBLIC SCHOOL,-9088807.89564155,3459937.7652196735
INTERLACHEN HIGH SCHOOL,126 N COUNTY ROAD 315,INTERLACHEN,32148,PUTNAM,"-81.88546838,29.63070237",17R MN 14282 78192,C,15-10-24-3570-0390-0224,PUBLIC SCHOOL,-9115448.643602008,3456167.85449232
OSCEOLA ELEMENTARY SCHOOL,1605 OSCEOLA ELEMENTARY RD,SAINT AUGUSTINE,32084,ST. JOHNS,"-81.34040955,29.87191196",17R MP 67126 04640,C,0984200010,PUBLIC SCHOOL,-9054772.971481483,3487095.922799275
FLORIDA INSTITUTE FOR THE DEAF & BLIND,207 N SAN MARCO AVE,SAINT AUGUSTINE,32084,ST. JOHNS,"-81.31829201,29.91397786",17R MP 69274 09296, ,1493350000,PUBLIC SCHOOL,-9052310.858427003,3492497.2849538103
OTIS A. MASON ELEMENTARY SCHOOL,207 MASON MANATEE WAY,ELKTON,32033,ST. JOHNS,"-81.37381948,29.82850940",17R MN 63884 99841,C,1361100120,PUBLIC SCHOOL,-9058492.148869174,3481525.317755303
SEBASTIAN MIDDLE SCHOOL,2955 LEWIS SPEEDWAY,SAINT AUGUSTINE,32084,ST. JOHNS,"-81.33499954,29.91805335",17R MP 67663 09752,C,0845700000,PUBLIC SCHOOL,-9054170.732446866,3493020.7091032504
ST. PAUL SCHOOL OF EXCELLENCE,85 MARTIN LUTHER KING AVE,SAINT AUGUSTINE,32084,ST. JOHNS,"-81.31491849,29.88692862",17R MP 69592 06297, ,2071600000,PUBLIC SCHOOL,-9051935.32055249,3489023.835578141
FLORIDA INSTITUTE FOR THE DEAF & BLIND,207 N SAN MARCO AVE,SAINT AUGUSTINE,32084,ST. JOHNS,"-81.31829201,29.91397786",17R MP 69274 09296, ,1493350000,PUBLIC SCHOOL,-9052310.858427003,3492497.2849538103
PONTE VEDRA HIGH SCHOOL,460 DAVIS PARK RD,SAINT AUGUSTINE,32095,ST. JOHNS,"-81.39531851,30.11544920",17R MP 61916 31644,C,0680500050,PUBLIC SCHOOL,-9060885.409782633,3518398.4096973077
FLORIDA INSTITUTE FOR THE DEAF & BLIND,207 N SAN MARCO AVE,SAINT AUGUSTINE,32084,ST. JOHNS,"-81.31829201,29.91397786",17R MP 69274 09296, ,1493350000,PUBLIC SCHOOL,-9052310.858427003,3492497.2849538103
JULINGTON CREEK ELEMENTARY SCHOOL,2316 RACE TRACK RD,JACKSONVILLE,32259,ST. JOHNS,"-81.60306102,30.11617900",17R MP 41903 31812,C,0056750000,PUBLIC SCHOOL,-9084011.200426877,3518492.32921991
THE ACADEMY FOR BUSINESS AND LEADERSHIP EDUCATION (ABLE),7 WILLIAMS ST,SAINT AUGUSTINE,32084,ST. JOHNS,"-81.31858014,29.90741360",17R MP 69245 08568, ,1912300000,PUBLIC SCHOOL,-9052342.933727598,3491654.268353134
PACETTI BAY MIDDLE SCHOOL,245 MEADOWLARK LN,SAINT AUGUSTINE,32092,ST. JOHNS,"-81.50227232,29.94522448",17R MP 51530 12821,C,0288201430,PUBLIC SCHOOL,-9072791.45370252,3496510.9027499626
ST. AUGUSTINE HIGH SCHOOL,3205 VARELLA AVE,SAINT AUGUSTINE,32084,ST. JOHNS,"-81.34168963,29.92446349",17R MP 67019 10464,C,1028700000,PUBLIC SCHOOL,-9054915.46945542,3493844.0198345883
PEDRO MENENDEZ HIGH SCHOOL,600 STATE ROAD 206 W,SAINT AUGUSTINE,32086,ST. JOHNS,"-81.33274090,29.75615327",17R MN 67829 91812,C,1407900010,PUBLIC SCHOOL,-9053919.301822254,3472243.9720708807
DURBIN CREEK ELEMENTARY SCHOOL,4100 RACETRACK RD,JACKSONVILLE,32259,ST. JOHNS,"-81.55242134,30.10526799",17R MP 46776 30578,C,2490007060,PUBLIC SCHOOL,-9078374.016430788,3517088.2512553567
SOUTH WOODS ELEMENTARY SCHOOL,4750 STATE ROAD 206 W,ELKTON,32033,ST. JOHNS,"-81.46443912,29.72643034",17R MN 55083 88562,C,0381200010,PUBLIC SCHOOL,-9068579.880836414,3468433.2606931566
ST JOHNS COMMUNITY CAMPUS (ARC),62 CUNA ST,ST AUGUSTINE,32084,ST. JOHNS,"-81.31422203,29.89585966",17R MP 69662 07287,,,PUBLIC SCHOOL,-9051857.790730713,3490170.5845602946
BARTRAM TRAIL HIGH SCHOOL,7399 LONGLEAF PINE PKWY,SAINT JOHNS,32259,ST. JOHNS,"-81.60994078,30.04494017",17R MP 41198 23921,C,0007100030,PUBLIC SCHOOL,-9084777.051323175,3509327.792309765
PALENCIA ELEMENTARY SCHOOL,355 PALENCIA VILLAGE DR,ST AUGUSTINE,32095,ST. JOHNS,"-81.39077253,30.01879811",17R MP 62317 20932,,,PUBLIC SCHOOL,-9060379.353021795,3505966.3945631636
GAINES ALTERNATIVE & TRANSITION SCHOOL AT THE EVELYN HAMBLEN CENTER,1 CHRISTOPHER ST,SAINT AUGUSTINE,32084,ST. JOHNS,"-81.32927168,29.88736517",17R MP 68206 06350,C,1238300000,PUBLIC SCHOOL,-9053533.109987045,3489079.8870545654
LIBERTY PINES ACADEMY,10901 RUSSELL SAMPSON RD,JACKSONVILLE,32259,ST. JOHNS,"-81.52718422,30.07917765",17R MP 49194 27676,C,0236300042,PUBLIC SCHOOL,-9075564.633344822,3513731.457491826
FIRST COAST TECHNICAL COLLEGE - MAIN CAMPUS,2980 COLLINS AVE,SAINT AUGUSTINE,32084,ST. JOHNS,"-81.34537713,29.92284405",17R MP 66663 10286,C,1028700000,PUBLIC SCHOOL,-9055325.960891534,3493636.016402696
FLORIDA INSTITUTE FOR THE DEAF & BLIND,207 N SAN MARCO AVE,SAINT AUGUSTINE,32084,ST. JOHNS,"-81.31829201,29.91397786",17R MP 69274 09296, ,1493350000,PUBLIC SCHOOL,-9052310.858427003,3492497.2849538103
ST JOHNS REGIONAL JUVENILE DETENTION CENTER,4500 AVENUE D,SAINT AUGUSTINE,32095,ST. JOHNS,"-81.33942409,29.94208893",17R MP 67244 12416,S,0734000000,PUBLIC SCHOOL,-9054663.270970797,3496108.085181127
FRUIT COVE MIDDLE SCHOOL,3180 RACE TRACK RD,JACKSONVILLE,32259,ST. JOHNS,"-81.57816224,30.11067384",17R MP 44299 31190,C,0056800040,PUBLIC SCHOOL,-9081239.480454795,3517783.881321391
FLORIDA INSTITUTE FOR THE DEAF & BLIND,207 N SAN MARCO AVE,SAINT AUGUSTINE,32084,ST. JOHNS,"-81.31829201,29.91397786",17R MP 69274 09296, ,1493350000,PUBLIC SCHOOL,-9052310.858427003,3492497.2849538103
KETTERLINUS ELEMENTARY SCHOOL,67 ORANGE ST,SAINT AUGUSTINE,32084,ST. JOHNS,"-81.31751050,29.89701745",17R MP 69345 07416,C,2059700000,PUBLIC SCHOOL,-9052223.860960348,3490319.253480307
FLORIDA INSTITUTE FOR THE DEAF & BLIND,207 N SAN MARCO AVE,SAINT AUGUSTINE,32084,ST. JOHNS,"-81.31829201,29.91397786",17R MP 69274 09296, ,1493350000,PUBLIC SCHOOL,-9052310.858427003,3492497.2849538103
ST JOHNS COUNTY SUPERINTENDENT'S OFFICE,40 ORANGE ST,SAINT AUGUSTINE,32084,ST. JOHNS,"-81.31584800,29.89781645",17R MP 69505 07504,C,1961600000,PUBLIC SCHOOL,-9052038.792693779,3490421.8518423536
W. DOUGLAS HARTLEY ELEMENTARY SCHOOL,260 CACIQUE DR,SAINT AUGUSTINE,32086,ST. JOHNS,"-81.31091476,29.78897763",17R MN 69949 95443,C,2720300000,PUBLIC SCHOOL,-9051489.62711174,3476453.622781136
PV-PV\RAWLINGS ELEMENTARY SCHOOL,630 STATE ROAD A1A N,PONTE VEDRA BEACH,32082,ST. JOHNS,"-81.38231389,30.21418541",17R MP 63206 42580,C,0614900000,PUBLIC SCHOOL,-9059437.741571544,3531111.198035282
HICKORY CREEK ELEMENTARY SCHOOL,235 HICKORY CREEK TRL,JACKSONVILLE,32259,ST. JOHNS,"-81.64544717,30.06459715",17R MP 37787 26118,C,0006750000,PUBLIC SCHOOL,-9088729.60485823,3511855.909527368
SWITZERLAND POINT MIDDLE SCHOOL,777 GREENBRIAR RD,JACKSONVILLE,32259,ST. JOHNS,"-81.64786639,30.06302032",17R MP 37553 25945,C,0006750000,PUBLIC SCHOOL,-9088998.910335986,3511653.0928979376
CUNNINGHAM CREEK ELEMENTARY SCHOOL,1205 ROBERTS RD,JACKSONVILLE,32259,ST. JOHNS,"-81.61215486,30.07676373",17R MP 41004 27449,C,0097700020,PUBLIC SCHOOL,-9085023.521014709,3513420.926398871
TIMBERLIN CREEK ELEMENTARY SCHOOL,555 PINE TREE LN,SAINT AUGUSTINE,32092,ST. JOHNS,"-81.56563196,30.04369156",17R MP 45469 23761,C,0100110010,PUBLIC SCHOOL,-9079844.61631776,3509167.2234417484
MILL CREEK ELEMENTARY SCHOOL,3750 INTERNATIONAL GOLF PKWY,SAINT AUGUSTINE,32092,ST. JOHNS,"-81.49101875,29.96566822",17R MP 52625 15082,C,0282100000,PUBLIC SCHOOL,-9071538.711255033,3499137.5760796866
JOHN A. CROOKSHANK ELEMENTARY SCHOOL,1455 N WHITNEY ST,SAINT AUGUSTINE,32084,ST. JOHNS,"-81.33726683,29.90638287",17R MP 67440 08459,C,0948200000,PUBLIC SCHOOL,-9054423.12560846,3491521.9014286427
FLORIDA INSTITUTE FOR THE DEAF & BLIND,207 N SAN MARCO AVE,SAINT AUGUSTINE,32084,ST. JOHNS,"-81.31829201,29.91397786",17R MP 69274 09296, ,1493350000,PUBLIC SCHOOL,-9052310.858427003,3492497.2849538103
ALICE B. LANDRUM MIDDLE SCHOOL,230 LANDRUM LN,PONTE VEDRA BEACH,32082,ST. JOHNS,"-81.39062125,30.16441174",17R MP 62387 37068,C,0683900020,PUBLIC SCHOOL,-9060362.513398489,3524700.9942110456
HASTINGS JUVENILE CENTER/YOUTH ACADEMY,765 E ST JOHNS AVE,ELKTON,32033,ST. JOHNS,"-81.48961883,29.72239287",17R MN 52646 88125,C,0384800050,PUBLIC SCHOOL,-9071382.87305881,3467915.71295858
THE ACADEMY FOR BUSINESS AND LEADERSHIP EDUCATION (ABLE),7 WILLIAMS ST,SAINT AUGUSTINE,32084,ST. JOHNS,"-81.31858014,29.90741360",17R MP 69245 08568, ,1912300000,PUBLIC SCHOOL,-9052342.933727598,3491654.268353134
ALLEN D. NEASE HIGH SCHOOL,10550 RAY RD,SAINT AUGUSTINE,32095,ST. JOHNS,"-81.44795111,30.08129997",17R MP 56831 27878,C,0251700001,PUBLIC SCHOOL,-9066744.443524202,3514004.4835514096
THE WEBSTER SCHOOL,420 N ORANGE ST,SAINT AUGUSTINE,32084,ST. JOHNS,"-81.34805760,29.89262867",17R MP 66394 06938,C,1174800000,PUBLIC SCHOOL,-9055624.348815586,3489755.713238949
FLORIDA INSTITUTE FOR THE DEAF & BLIND,207 N SAN MARCO AVE,SAINT AUGUSTINE,32084,ST. JOHNS,"-81.31829201,29.91397786",17R MP 69274 09296, ,1493350000,PUBLIC SCHOOL,-9052310.858427003,3492497.2849538103
CREEKSIDE HIGH SCHOOL,100 KNIGHTS LN,JACKSONVILLE,32259,ST. JOHNS,"-81.56304374,30.08107266",17R MP 45739 27902,C,0098310000,PUBLIC SCHOOL,-9079556.496940074,3513975.2398054115
R. B. HUNT ELEMENTARY SCHOOL,125 MAGNOLIA DR,SAINT AUGUSTINE,32080,ST. JOHNS,"-81.28864802,29.88421344",17R MP 72128 05990,C,1584800000,PUBLIC SCHOOL,-9049010.90512923,3488675.2261361107
WARDS CREEK ELEMENTARY SCHOOL,6555 STATE ROAD 16,SAINT AUGUSTINE,32092,ST. JOHNS,"-81.52326279,29.97249282",17R MP 49518 15852,C,0288001202,PUBLIC SCHOOL,-9075128.101725493,3500014.5414853697
GAMBLE ROGERS MIDDLE SCHOOL,6250 US HWY 1 S,SAINT AUGUSTINE,32086,ST. JOHNS,"-81.31152556,29.77308357",17R MN 69885 93682,C,1845000060,PUBLIC SCHOOL,-9051557.620641476,3474415.0726319496
THERAPEUTIC LEARNING CENTER,2109 ARC DR,ST AUGUSTINE,32084,ST. JOHNS,"-81.40137618,29.92012339",17R MP 61257 10002,,,PUBLIC SCHOOL,-9061559.746350616,3493286.5760684297
R. J. MURRAY MIDDLE SCHOOL,150 N HOLMES BLVD,SAINT AUGUSTINE,32084,ST. JOHNS,"-81.35515220,29.89222902",17R MP 65709 06896,C,0953900000,PUBLIC SCHOOL,-9056414.115936304,3489704.396826202
PATRIOT OAKS ACADEMY,475 LONGLEAF PINE PKWY,ST JOHNS,32259,ST. JOHNS,"-81.53799057,30.08297906",17R MP 48154 28102,,,PUBLIC SCHOOL,-9076767.590425259,3514220.493722514
OCEAN PALMS ELEMENTARY SCHOOL,355 LANDRUM LN,PONTE VEDRA BEACH,32082,ST. JOHNS,"-81.39276665,30.16115648",17R MP 62179 36708,C,0684400070,PUBLIC SCHOOL,-9060601.33781055,3524281.8719654256
DALE CASSENS EDUCATIONAL COMPLEX,1905 S 11TH ST,FORT PIERCE,34950,ST. LUCIE,"-80.33664139,27.42926631",17R NL 65564 34156,C,2416-143-0000-000-3,PUBLIC SCHOOL,-8943034.011861846,3177206.033971446
SAVANNA RIDGE ELEMENTARY SCHOOL,6801 LENNARD RD,PORT SAINT LUCIE,34952,ST. LUCIE,"-80.31920177,27.34169631",17R NL 67341 24465,C,3415-501-0059-000-9,PUBLIC SCHOOL,-8941092.641567716,3166227.434318078
WEATHERBEE ELEMENTARY SCHOOL,800 E WEATHERBEE RD,FORT PIERCE,34982,ST. LUCIE,"-80.31581122,27.38267608",17R NL 67651 29007,C,2435-331-0001-000-6,PUBLIC SCHOOL,-8940715.207570398,3171363.961561146
RENAISSANCE CHARTER SCHOOL OF ST LUCIE,300 NW CASHMERE BLVD,PORT SAINT LUCIE,34986,ST. LUCIE,"-80.37668759,27.32165221",17R NL 61665 22215, ,3430-601-0006-000-7,PUBLIC SCHOOL,-8947491.933858313,3163715.738773574
ST. LUCIE ELEMENTARY SCHOOL,2020 S 13TH ST,FORT PIERCE,34950,ST. LUCIE,"-80.33659604,27.42697233",17R NL 65570 33902,C,2416-143-0000-000-3,PUBLIC SCHOOL,-8943028.963032495,3176918.327076329
ST LUCIE WEST CENTENNIAL HIGH SCHOOL,1485 SW CASHMERE BLVD,PORT SAINT LUCIE,34986,ST. LUCIE,"-80.37926001,27.29867024",17R NL 61423 19669,,3323-740-0005-000-9,PUBLIC SCHOOL,-8947778.294547569,3160836.4608498057
PARKWAY ELEMENTARY SCHOOL,7000 NW SELVITZ RD,PORT SAINT LUCIE,34983,ST. LUCIE,"-80.37010456,27.34808020",17R NL 62302 25146,C,3420-715-0006-010-9,PUBLIC SCHOOL,-8946759.114471287,3167027.4857806615
TREASURE COAST HIGH SCHOOL,1000 SW DARWIN BLVD,PORT SAINT LUCIE,34953,ST. LUCIE,"-80.36529857,27.24452102",17R NL 62835 13677,C,3420-711-0011-100-3,PUBLIC SCHOOL,-8946224.114561584,3154054.775062836
GARDEN CITY EARLY LEARNING ACADEMY ELEMENTARY,2202 AVENUE Q,FT PIERCE,34950,ST. LUCIE,"-80.34761596,27.46642275",17R NL 64458 38266,,,PUBLIC SCHOOL,-8944255.695316484,3181866.945030833
ST. LUCIE WEST K-8 SCHOOL,1501 SW CASHMERE BLVD,PORT SAINT LUCIE,34986,ST. LUCIE,"-80.37854279,27.29499253",17R NL 61496 19262,,3323-740-0005-000-9,PUBLIC SCHOOL,-8947698.454193037,3160375.756949073
FOREST GROVE MIDDLE SCHOOL,3201 S 25TH ST,FORT PIERCE,34981,ST. LUCIE,"-80.35140650,27.40669664",17R NL 64118 31648,C,2429-141-0001-000-4,PUBLIC SCHOOL,-8944677.655595291,3174375.6560242358
FORT PIERCE WESTWOOD HIGH SCHOOL,1801 PANTHER LN,FORT PIERCE,34947,ST. LUCIE,"-80.37662522,27.45901403",17R NL 61595 37431,C,2406-310-0000-000-4,PUBLIC SCHOOL,-8947484.991491005,3180937.468721616
ST LUCIE REGIONAL JUVENILE DETENTION CENTER,1301 BELL AVE,FORT PIERCE,34982,ST. LUCIE,"-80.33727678,27.39467650",17R NL 65521 30324,C,2433-111-0001-000-4,PUBLIC SCHOOL,-8943104.743346967,3172868.4903463847
MORNINGSIDE ELEMENTARY SCHOOL,2300 SE GOWIN DR,PORT SAINT LUCIE,34952,ST. LUCIE,"-80.29512759,27.27353603",17R NL 69765 16929,C,3422-520-0003-000-3,PUBLIC SCHOOL,-8938412.716794001,3157688.224683318
SAMUEL S. GAINES K-8 ACADEMY,2250 S JENKINS RD,FORT PIERCE,34947,ST. LUCIE,"-80.38154502,27.42449213",17R NL 61128 33605,C,2419-221-0001-000-8,PUBLIC SCHOOL,-8948032.661314376,3176607.2728173337
RENAISSANCE CHARTER SCHOOL AT TRADITION,10900 SW TRADITION PARKWAY,PORT ST. LUCIE, ,ST. LUCIE,"-80.43266074,27.26371716",17R NL 56157 15772,,,PUBLIC SCHOOL,-8953722.836978162,3156458.5356886853
PACE CENTER FOR GIRLS - TREASURE COAST,3651 VIRGINIA AVE,FORT PIERCE, ,ST. LUCIE,"-80.36232609,27.42498296",17R NL 63028 33668,,,PUBLIC SCHOOL,-8945893.219603593,3176668.8296734337
OAK HAMMOCK K-8 SCHOOL,1251 SW CALIFORNIA BLVD,PORT SAINT LUCIE,34953,ST. LUCIE,"-80.38505789,27.27925251",17R NL 60860 17515,,3420-535-0004-000-0,PUBLIC SCHOOL,-8948423.711199237,3158404.19099728
WEST GATE K-8 SCHOOL,1050 NW CASHMERE BLVD,PORT SAINT LUCIE,34986,ST. LUCIE,"-80.37652882,27.33684648",17R NL 61673 23899,C,3323-915-0006-000-2,PUBLIC SCHOOL,-8947474.259809436,3165619.667583472
FORT PIERCE CENTRAL HIGH SCHOOL,4101 S 25TH ST,FORT PIERCE,34981,ST. LUCIE,"-80.35196697,27.39110026",17R NL 64071 29921,C,2432-113-0001-000-7,PUBLIC SCHOOL,-8944740.047562229,3172420.1095565055
FLORESTA ELEMENTARY SCHOOL,1501 SE FLORESTA DR,PORT SAINT LUCIE,34983,ST. LUCIE,"-80.32534751,27.29492521",17R NL 66761 19281,C,3420-545-0081-000-4,PUBLIC SCHOOL,-8941776.782169908,3160367.32455118
SOUTHPORT MIDDLE SCHOOL,2420 SE MORNINGSIDE BLVD,PORT SAINT LUCIE,34952,ST. LUCIE,"-80.30072483,27.26891706",17R NL 69213 16414,C,3420-815-0001-000-8,PUBLIC SCHOOL,-8939035.79849441,3157109.743629347
WINDMILL POINT ELEMENTARY SCHOOL,700 SW DARWIN BLVD,PORT SAINT LUCIE,34953,ST. LUCIE,"-80.37252426,27.24566405",17R NL 62119 13801,C,3420-711-0011-100-3,PUBLIC SCHOOL,-8947028.474753078,3154197.895830424
RIVERS EDGE ELEMENTARY SCHOOL,5600 NE ST JAMES DR,PORT SAINT LUCIE,34983,ST. LUCIE,"-80.35033405,27.36173372",17R NL 64250 26669,C,3420-740-0007-000-1,PUBLIC SCHOOL,-8944558.272015017,3168738.7457524184
FRANCES K. SWEET ELEMENTARY SCHOOL,1400 AVE Q,FORT PIERCE,34950,ST. LUCIE,"-80.33817112,27.46600426",17R NL 65391 38225,C,2404-121-0001-000-5,PUBLIC SCHOOL,-8943204.300701896,3181814.4407800185
LINCOLN PARK ACADEMY,1806 AVE I,FORT PIERCE,34950,ST. LUCIE,"-80.34399553,27.45928576",17R NL 64819 37478,C,2404-701-0025-000-9,PUBLIC SCHOOL,-8943852.670359904,3180971.5569733083
FAIRLAWN ELEMENTARY SCHOOL,3203 RHODE ISLAND AVE,FORT PIERCE,34947,ST. LUCIE,"-80.35741178,27.42861321",17R NL 63511 34073,C,2417-432-0001-000-0,PUBLIC SCHOOL,-8945346.16133983,3177124.122171678
NORTHPORT K-8 SCHOOL,250 NW FLORESTA DR,PORT SAINT LUCIE,34983,ST. LUCIE,"-80.35235347,27.32437150",17R NL 64071 22529,C,3420-620-0002-000-7,PUBLIC SCHOOL,-8944783.072295941,3164056.462251702
DALE CASSINS SCHOOL,1901 S 11TH ST,FORT PIERCE,34950,ST. LUCIE,"-80.33469036,27.42963803",17R NL 65756 34198,C,2416-143-0000-000-3,PUBLIC SCHOOL,-8942816.823529845,3177252.6547482777
LAKEWOOD PARK ELEMENTARY SCHOOL,7800 INDRIO RD,FORT PIERCE,34951,ST. LUCIE,"-80.40344939,27.52240648",17R NL 58911 44440,C,1314-131-0001-000-7,PUBLIC SCHOOL,-8950471.044375572,3188892.523710008
ALLAPATTAH FLATS K-8 SCHOOL,12051 NW COPPER CREEK DR,PORT SAINT LUCIE,34987,ST. LUCIE,"-80.44810470,27.32934688",17R NL 54596 23035,C,3320-701-0015-000-2,PUBLIC SCHOOL,-8955442.050443944,3164679.8927380703
FORT PIERCE MAGNET SCHOOL OF THE ARTS,1100 DELAWARE AVE,FORT PIERCE,34950,ST. LUCIE,"-80.33442732,27.44401417",17R NL 65774 35791,C,2409-411-0013-000-7,PUBLIC SCHOOL,-8942787.542007012,3179055.8204784384
VILLAGE GREEN ELEMENTARY SCHOOL,1700 SE LENNARD RD,PORT SAINT LUCIE,34952,ST. LUCIE,"-80.28608459,27.28981197",17R NL 70649 18737,C,3414-501-3502-000-8,PUBLIC SCHOOL,-8937406.053899761,3159726.8195093335
DAN MCCARTY MIDDLE SCHOOL,1201 MISSISSIPPI AVE,FORT PIERCE,34950,ST. LUCIE,"-80.33652209,27.43315399",17R NL 65573 34587,C,2416-143-0000-000-3,PUBLIC SCHOOL,-8943020.730756635,3177693.631802295
CHESTER A MOORE ELEMENTARY SCHOOL,827 N 29TH ST,FORT PIERCE,34947,ST. LUCIE,"-80.35463833,27.45763467",17R NL 63769 37289,C,2404-608-0152-000-2,PUBLIC SCHOOL,-8945037.421658771,3180764.424954275
PALM POINTE K-8 SCHOOL,10680 ACADEMIC WAY,PORT SAINT LUCIE,34987,ST. LUCIE,"-80.43294704,27.27444302",17R NL 56123 16960,C,4309-511-0001-000-6,PUBLIC SCHOOL,-8953754.70731205,3157801.818860286
SOUTHERN OAKS MIDDLE SCHOOL,5500 NE ST JAMES DR,PORT SAINT LUCIE,34983,ST. LUCIE,"-80.35541150,27.36144098",17R NL 63748 26634,C,3420-740-0008-000-8,PUBLIC SCHOOL,-8945123.490842592,3168702.053887017
MARIPOSA ELEMENTARY SCHOOL,2620 SE MARIPOSA AVE,PORT SAINT LUCIE,34952,ST. LUCIE,"-80.26928071,27.26997518",17R NL 72325 16549,,3414-501-6301-000-0,PUBLIC SCHOOL,-8935535.455482474,3157242.2608132693
BAYSHORE ELEMENTARY SCHOOL,1661 SW BAYSHORE BLVD,PORT SAINT LUCIE,34984,ST. LUCIE,"-80.36401281,27.29138352",17R NL 62936 18869,C,3420-560-3187-000-5,PUBLIC SCHOOL,-8946080.984394047,3159923.6742529687
HAYSLIP DATA COMPLEX,4590 SELVITZ RD,FORT PIERCE,34981,ST. LUCIE,"-80.36611536,27.38369535",17R NL 62676 29093,,,PUBLIC SCHOOL,-8946315.03844951,3171491.744655416
